name	F6F7_qtl	F6F7_h2
Otu1159	0.5	2.73E-09
Otu7230	0	2.72E-09
Otu8894	0	2.60E-09
Otu28469	0	2.48E-09
Otu22008	0	2.44E-09
Otu21869	0	2.43E-09
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.rc4.4	0.5	2.34E-09
Otu21354	0	2.22E-09
Otu7444	0	2.09E-09
Otu15613	0	2.08E-09
Otu328	0	2.04E-09
Otu19820	0	2.01E-09
Otu1932	0	1.78E-09
Otu9175	0	1.65E-09
Otu6037	0	1.63E-09
Otu614	0.5	1.53E-09
Otu1160	0	1.47E-09
Otu573	0.5	1.39E-09
Otu17063	0	1.37E-09
Otu667	0	1.33E-09
Otu18643	0	1.30E-09
Otu31336	0	1.19E-09
Otu15774	0	1.19E-09
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Clostridium.Clostridium_piliforme	0	1.18E-09
Otu7928	2.5	1.10E-09
Otu21384	0	1.10E-09
Otu15930	0	9.31E-10
Otu24255	0	9.22E-10
Otu17016	0	9.18E-10
Otu7053	0	8.83E-10
Otu30026	0	8.63E-10
Otu841	0	8.62E-10
Otu318	0	8.10E-10
Otu11529	0	7.20E-10
Otu16074	0.5	7.17E-10
Otu7407	0	7.16E-10
Otu6928	0	7.15E-10
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Porphyromonas	0	6.92E-10
Otu8160	0	6.70E-10
Otu1512	0	6.65E-10
Otu7243	0	6.32E-10
Otu9714	0	6.16E-10
Otu22379	0	6.09E-10
Otu7813	0	6.05E-10
Otu21678	0	5.61E-10
Otu28764	0	5.58E-10
Otu7584	0	5.50E-10
Otu7246	0	5.29E-10
Otu29979	0	5.11E-10
Otu16057	0	5.04E-10
Otu24444	0	4.97E-10
Otu14800	0	4.68E-10
Otu2144	0.5	4.34E-10
Otu699	0	4.24E-10
Otu10410	0	4.21E-10
Otu15867	3.5	4.20E-10
Otu717	0	3.83E-10
Otu984	0	3.70E-10
Otu28102	0	3.63E-10
Otu8861	0	3.08E-10
Otu927	0	3.03E-10
Otu16402	0.5	3.03E-10
Otu9544	0	2.85E-10
Otu31656	0	2.84E-10
Otu16684	0	2.58E-10
Otu11411	0	2.56E-10
Otu1419	0	2.53E-10
Otu16046	0	2.50E-10
Otu10827	0	2.49E-10
Otu6080	0	2.46E-10
Otu15907	0	2.45E-10
Otu7884	0	2.40E-10
Otu9507	0	2.35E-10
Otu8155	0	2.33E-10
Otu24620	0	2.30E-10
Otu28998	0	2.19E-10
Otu7188	0	2.11E-10
Otu7836	0	2.03E-10
Otu1570	0	2.00E-10
Otu7348	0	1.91E-10
Otu7982	0	1.85E-10
Otu8084	0	1.77E-10
Otu22406	0	1.70E-10
Otu8110	0	1.62E-10
Otu11655	0	1.61E-10
Otu19999	0	1.58E-10
Otu435	0	1.54E-10
Otu10610	0	1.54E-10
Otu22892	0	1.46E-10
Otu8069	0	1.45E-10
Otu7999	0	1.36E-10
Otu16199	0	1.31E-10
Otu9243	0	1.29E-10
Otu7344	0	1.26E-10
Otu10716	0	1.12E-10
Otu8332	0	1.12E-10
Otu28697	0	1.12E-10
Otu22446	0	1.09E-10
Otu16692	0	1.09E-10
Otu7093	0	1.06E-10
Otu7089	0	1.04E-10
Otu797	0	1.03E-10
Otu30624	0	1.02E-10
Otu10754	0	9.98E-11
Otu7095	0	9.84E-11
Otu29154	1.5	9.78E-11
Otu8121	0	9.73E-11
Otu13579	0	9.70E-11
Otu1234	0	9.55E-11
Otu23498	0	9.29E-11
Otu3597	0	2.34E-15
Otu575	0	3.22E-16
Otu26439	0	0
Otu8101	0	0
Otu1196	0	0
Otu17069	0	0
Otu19831	0	0
Otu26265	0	0
Otu70	0	0
Otu1153	0.5	0
Otu7050	0	0
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae	0	0
Otu16741	0	0
Otu627	0	0
Otu1253	0	0
Otu16991	0	0
Otu7172	0	0
Otu8183	0	0
Otu322	0	0
Otu7155	0	0
Otu9068	0	0
Otu128	0	0
Otu9011	0	0
Otu30009	0	0
Otu9860	0	0
Otu11504	0	0
Otu28583	1	0
Otu16314	0	0
Otu9179	0	0
Otu3163	0	0
Otu7847	0	0
Otu10080	0	0
Otu10146	0	0
Otu1302	0	0
Otu16030	0	0
Otu10509	0	0
Otu7839	1	0
Otu9155	0	0
Otu9200	0	0
Otu16150	0	0
Otu16960	0	0
Otu4787	0	0
Otu15761	0	0
Otu29165	0	0
Otu7033	0	0
Otu1155	0	0
Otu10770	0	0
Otu7051	0	0
Otu21503	0.5	0
Otu7135	0	0
Otu9529	0	0
Otu5816	0.5	0
Otu48	0	0
Otu16720	0	0
Otu7113	0	0
Otu11414	0	0
Otu19726	0	0
Otu17012	0	0
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Anaerofustis	0	0
Otu10473	0	0
Otu497	0.5	0
Otu7022	0	0
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio	2.5	0
Otu15805	0	0
Otu7158	0	0
Otu23152	0	0
Otu22840	0	0
Otu22049	0	0
Otu1356	0	0
Otu8137	0	0
Otu11596	0	0
Otu641	0	0
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae	1	0
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales	0	0
Otu10557	0.5	0
Otu12452	0	0
Otu4017	0	0
Otu16408	0	0
Otu16398	0	0
Otu12365	0	0
Otu7570	0	0
Otu30505	0	0
Otu1203	0	0
Otu15829	0	0
Otu7799	0	0
Otu22801	0	0
Otu15808	0	0
Otu12754	0	0
Otu1251	0	0
Otu28493	0	0
Otu29171	0	0
Otu6997	0	0
Otu214	0	0
Otu8791	0	0
Otu635	0	0
Otu662	0	0
Otu6984	0	0
Otu15861	0	0
Otu18366	0	0
Otu1037	0	0
Otu9476	0	0
Otu30201	0	0
Otu21638	0	0
Otu11303	0	0
Otu644	0	0
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae	0	0
Otu10549	0	0
Otu19679	0	0
Otu989	0	0
Otu18414	0	0
Otu16313	0	0
Otu30185	0	0
Otu8127	0	0
Otu21787	0	0
Otu11525	0	0
Otu31407	0	0
Otu17254	0	0
Otu11690	0	0
Otu16027	0	0
Otu8697	0	0
Otu7066	0	0
Otu22782	0	0
Otu16260	0	0
Otu19021	0	0
Otu10558	0	0
Otu17024	0.5	0
Otu17327	0	0
Otu7136	0	0
Otu3738	0	0
Otu10592	0	0
Otu5905	0	0
Otu1161	0	0
Otu1513	0	0
Otu7414	0	0
Otu16670	0	0
Otu1299	0	0
Otu9407	0	0
Otu15821	0	0
Otu9236	0	0
Otu832	0	0
Otu9166	0	0
Otu6927	0	0
Otu1133	0	0
Otu8926	0	0
Otu5877	0	0
Otu805	0	0
Otu25153	0	0
Otu27526	0	0
Otu11909	0	0
Otu458	0	0
Otu5938	0	0
Otu1374	0	0
Otu8870	0	0
Otu28779	0	0
Otu13177	0	0
Otu7211	0	0
Otu24925	0	0
Otu26889	0	0
Otu7879	0	0
Otu25068	0	0
Otu7474	0	0
Otu17051	0	0
Otu16236	0	0
Otu7251	0.5	0
Otu1409	0	0
Otu19720	0	0
Otu10097	0	0
Otu16646	0	0
Otu21756	0	0
Otu10492	0	0
Otu24162	0	0
Otu2051	0	0
Otu3548	0	0
Otu9318	0	0
Otu10540	0	0
Otu28934	0	0
Otu10305	0	0
Otu21943	0	0
Otu14751	0	0
Otu175	0	0
Otu21795	0	0
Otu571	0	0
Otu12421	0	0
Otu526	0	0
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	0	0
Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae	0	0
Otu6400	0	0
Otu15858	0	0
Otu9549	0	0
Otu22776	0	0
Otu10842	0	0
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae	0	0
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum	0	0
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum.Mucispirillum_schaedleri	0	0
Bacteria.Deferribacteres.Deferribacteres.Deferribacterales	0	0
Bacteria.Deferribacteres.Deferribacteres	0	0
Bacteria.Deferribacteres	0	0
Otu8874	0	0
Otu9157	0	0
Otu21624	0	0
Otu15720	0	0
Otu23038	0	0
Otu16703	0	0
Otu23644	0	0
Otu23400	0	0
Otu9551	0	0
Otu25680	0	0
Otu4634	0	0
Otu4049	0	0
Otu12955	0	0
Otu743	0	0
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae	0	0
Otu28204	0	0
Otu7598	0	0
Otu9002	0	0
Otu165	0	0
Otu22321	0	0
Otu12454	0	0
Otu2033	0	0
Otu27460	0	0
Otu12	0	0
Otu12864	0	0
Otu11021	0	0
Otu15873	0	0
Otu8849	0	0
Otu8041	0	0
Otu24530	0	0
Otu792	0	0
Otu27620	0	0
Otu962	0	0
Otu25	0	0
Otu8796	0	0
Otu22018	0	0
Otu139	0	0
Otu7775	0	0
Otu3117	0	0
Otu1119	0	0
Otu7380	0	0
Otu23066	0	0
Otu25311	0	0
Otu24074	0	0
Otu23469	0	0
Otu7436	0	0
Otu8919	0	0
Otu16891	0	0
Otu1002	0	0
Otu6647	0	0
Otu26255	0	0
Otu10517	0	0
Otu15539	0	0
Otu7375	0	0
Otu19226	0	0
Otu7923	0	0
Otu1120	0	0
Otu7628	0.5	0
Otu9088	0	0
Otu22709	0	0
Otu22736	0	0
Otu16682	0	0
Otu15910	0	0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_neonatale	0	0
Otu17545	0	0
Otu9032	0.5	0
Otu12360	0.5	0
Otu10244	0.5	0
Otu625	0.5	0
Otu8300	0.5	0
Otu16988	0.5	0
Otu7456	0.5	0
Otu28679	0	0
Otu25379	0	0
Otu25496	0	0
Otu16224	0	0
Otu22453	0	0
Otu16770	0	0
Otu7457	0	0
Otu17423	0	0
Otu16026	0	0
Otu10606	0	0
Otu11953	0	0
Otu17907	0	0
Otu11193	0	0
Otu237	0	0
Otu21850	0	0
Otu9847	0	0
Otu21340	0	0
Otu9666	0	0
Otu12322	0	0
Otu13145	0	0
Otu606	0	0
Otu21535	0	0
Otu17787	0	0
Otu11136	0	0
Otu7048	0	0
Otu21404	0	0
Otu10943	0	0
Otu28881	0	0
Otu13304	0	0
Otu191	0	0
Otu15945	0	0
Otu7334	0	0
Otu7163	0	0
Otu31763	0	0
Otu22433	0	0
Otu26789	0	0
Otu555	0	0
Otu17906	0	0
Otu17021	0	0
Otu10522	0	0
Otu3966	0	0
Otu24559	0	0
Otu24685	0	0
Otu7085	0	0
Otu851	0	0
Otu7356	0	0
Otu8912	0	0
Otu823	0	0
Otu16037	0	0
Otu17205	0	0
Otu16032	0	0
Otu9241	0	0
Otu14661	0	0
Otu4648	0	0
Otu17070	0	0
Otu9771	0	0
Otu30876	0	0
Otu9139	0	0
Otu10257	0	0
Otu31379	0	0
Otu9543	0	0
Otu54	0	0
Otu17089	0	0
Otu15758	0	0
Otu15911	0	0
