id	PCOA1	PCOA2	group1	group2
6299C	-0.164474695	-0.035709274	F7_CC	F7
6301C	-0.186498754	-0.025214022	F7_CC	F7
6303C	-0.147171604	-0.008038202	F7_CC	F7
6310C	-0.036745812	-0.293945437	F7_CC	F7
6311C	-0.071815691	-0.156419312	F7_CC	F7
6319C	-0.144856042	-0.061906705	F7_CC	F7
6322C	-0.048421294	-0.266132318	F7_CC	F7
6325C	-0.146008199	-0.0939512	F7_CC	F7
6327C	-0.16398422	-0.098516247	F7_CC	F7
6328C	0.019468583	-0.281105932	F7_CC	F7
6330C	-0.03655702	-0.314177916	F7_CC	F7
6332C	-0.062693216	-0.189629741	F7_CC	F7
6334C	-0.023908663	-0.183305807	F7_CC	F7
6340C	-0.151554106	-0.20447529	F7_CC	F7
6341C	-0.181400746	-0.020298347	F7_CC	F7
6345C	-0.20812698	-0.046399546	F7_CC	F7
6347C	-0.161526446	-0.000256828	F7_CC	F7
6349C	-0.124189908	-0.080558061	F7_CC	F7
6350C	0.030013888	-0.313037991	F7_CC	F7
6351C	-0.187024877	0.003203794	F7_CC	F7
6352C	-0.108636251	-0.215082254	F7_CC	F7
6353C	-0.176512279	-0.000765338	F7_CC	F7
6355C	-0.184387961	-0.071328067	F7_CC	F7
6357C	0.115120271	-0.382454364	F7_CC	F7
6358C	0.061315936	-0.226960075	F7_CC	F7
6359C	-0.16590969	-0.166144853	F7_CC	F7
6363C	-0.145314151	-0.181103565	F7_CC	F7
6365C	-0.097310134	-0.12493621	F7_CC	F7
6375C	0.077905247	-0.295761941	F7_CC	F7
6380C	-0.021339447	-0.141731951	F7_CC	F7
6385C	-0.053328476	-0.25429747	F7_CC	F7
6386C	0.019227948	-0.237239448	F7_CC	F7
6387C	-0.024581733	-0.175130225	F7_CC	F7
6389C	0.089551445	-0.381794974	F7_CC	F7
6396C	-0.098062407	-0.239752331	F7_CC	F7
6397C	-0.026388679	-0.065665442	F7_CC	F7
6401C	0.196586722	-0.403932397	F7_CC	F7
6402C	-0.051777858	-0.124795854	F7_CC	F7
6403C	-0.108457374	-0.105481526	F7_CC	F7
6404C	-0.123548462	-0.140134246	F7_CC	F7
6405C	-0.082267904	-0.190046875	F7_CC	F7
6406C	-0.154544362	-0.180071326	F7_CC	F7
6407C	-0.026726499	-0.228981173	F7_CC	F7
6408C	-0.060945756	-0.272511421	F7_CC	F7
6409C	-0.121282644	-0.065167269	F7_CC	F7
6412C	-0.13553702	-0.206682356	F7_CC	F7
6421C	-0.055638804	-0.050276633	F7_CC	F7
6425C	0.29648283	-0.241812437	F7_CC	F7
6430C	0.162521974	-0.204029497	F7_CC	F7
6434C	-0.167123523	-0.08503272	F7_CC	F7
6435C	0.064788239	-0.384082008	F7_CC	F7
6437C	-0.125460212	-0.12095443	F7_CC	F7
6438C	0.003083643	-0.343488224	F7_CC	F7
6458C	-0.164918067	-0.068397218	F7_CC	F7
6460C	-0.12919311	-0.187551916	F7_CC	F7
6462C	-0.013964988	-0.24284144	F7_CC	F7
6464C	0.019176539	-0.363445367	F7_CC	F7
6465C	0.080612941	-0.355967531	F7_CC	F7
6466C	0.079874384	-0.383794034	F7_CC	F7
6468C	0.035896947	-0.293759553	F7_CC	F7
6469C	0.092835385	-0.200385239	F7_CC	F7
6471C	0.122001882	-0.351155744	F7_CC	F7
6473C	-0.036554062	-0.234365018	F7_CC	F7
6474C	0.055879717	-0.398785607	F7_CC	F7
6475C	-0.174071784	-0.136318415	F7_CC	F7
6477C	-0.187982128	-0.078027637	F7_CC	F7
6479C	-0.099130636	-0.221352869	F7_CC	F7
6484C	0.048563017	-0.21488859	F7_CC	F7
6486C	-0.036426715	-0.278407246	F7_CC	F7
6490C	0.077923119	-0.393888991	F7_CC	F7
6497C	-0.158298541	-0.139355072	F7_CC	F7
6499C	0.043591005	-0.101113623	F7_CC	F7
6505C	-0.103925726	-0.1764271	F7_CC	F7
6506C	-0.040029023	-0.294787293	F7_CC	F7
6507C	0.105925934	-0.127223044	F7_CC	F7
6510C	-0.100723343	-0.256151005	F7_CC	F7
6512C	0.052244812	-0.347628134	F7_CC	F7
6524C	0.16306742	-0.32504051	F7_CC	F7
6525C	-0.079686004	-0.154397755	F7_CC	F7
6526C	0.117031865	-0.345800223	F7_CC	F7
6533C	-0.151709865	-0.129308188	F7_CC	F7
6536C	-0.045598423	-0.302020524	F7_CC	F7
6540C	-0.06862662	-0.159871103	F7_CC	F7
6542C	-0.165552038	-0.156801486	F7_CC	F7
6544C	0.00598633	-0.239568821	F7_CC	F7
6546C	-0.078599877	-0.194771281	F7_CC	F7
6549C	-0.11033627	-0.197372035	F7_CC	F7
6552C	-0.120329604	-0.165980733	F7_CC	F7
6553C	-0.060635331	-0.17422312	F7_CC	F7
6556C	-0.174736613	-0.072924198	F7_CC	F7
6558C	-0.030700983	-0.150809901	F7_CC	F7
6564C	0.100971692	-0.321527226	F7_CC	F7
6566C	-0.042180311	-0.369471724	F7_CC	F7
6567C	0.118584701	-0.12757966	F7_CC	F7
6568C	-0.058628992	-0.20828259	F7_CC	F7
6569C	0.024040883	-0.207207742	F7_CC	F7
6570C	-0.10066769	-0.217158413	F7_CC	F7
6572C	-0.024768785	-0.271793658	F7_CC	F7
6573C	0.030856419	-0.295561637	F7_CC	F7
6574C	0.12054755	-0.311493765	F7_CC	F7
6575C	-0.128120105	-0.131817171	F7_CC	F7
6576C	-0.144432715	-0.00305965	F7_CC	F7
6577C	-0.084636181	-0.267773382	F7_CC	F7
6578C	-0.147650723	-0.141687702	F7_CC	F7
6581C	0.062238748	-0.262669746	F7_CC	F7
6582C	-0.159032635	-0.046299837	F7_CC	F7
6583C	-0.047591759	-0.257144201	F7_CC	F7
6584C	-0.014131708	-0.357892365	F7_CC	F7
6590C	-0.119390894	-0.036696482	F7_CC	F7
6592C	-0.114261522	-0.038359957	F7_CC	F7
6596C	-0.179162891	-0.079940338	F7_CC	F7
6598C	-0.083853822	-0.110617358	F7_CC	F7
6600C	-0.126805662	-0.234896383	F7_CC	F7
6601C	0.018248346	-0.315340299	F7_CC	F7
6603C	0.177765731	-0.428972897	F7_CC	F7
6607C	0.172744841	-0.417628973	F7_CC	F7
6609C	0.168351103	-0.35242681	F7_CC	F7
6611C	-0.074967437	-0.281771762	F7_CC	F7
6612C	-0.071218627	-0.219193987	F7_CC	F7
6613C	-0.053160296	-0.239994508	F7_CC	F7
6614C	-0.148849593	-0.15445286	F7_CC	F7
6620C	-0.079918968	-0.252164401	F7_CC	F7
6621C	-0.070612817	-0.292385391	F7_CC	F7
6627C	0.089912536	-0.374474162	F7_CC	F7
6634C	-0.176657401	-0.111705714	F7_CC	F7
6635C	-0.085751223	-0.26925092	F7_CC	F7
6638C	-0.016603521	-0.370405544	F7_CC	F7
6647C	0.010189092	-0.373807045	F7_CC	F7
6649C	0.171693036	-0.363264096	F7_CC	F7
6651C	-0.051838655	-0.250062091	F7_CC	F7
6653C	-0.091375797	-0.167800486	F7_CC	F7
6655C	-0.069856911	-0.290233504	F7_CC	F7
6659C	-0.007770098	-0.292144235	F7_CC	F7
6661C	-0.123911855	-0.135502889	F7_CC	F7
6663C	-0.087231639	-0.238199083	F7_CC	F7
6665C	-0.094131974	-0.215898313	F7_CC	F7
6669C	-0.146221032	-0.15989077	F7_CC	F7
6671C	-0.101240402	-0.282146343	F7_CC	F7
6673C	-0.105383659	-0.250023275	F7_CC	F7
6679C	-0.19313267	-0.1149122	F7_CC	F7
6680C	-0.086064702	-0.205805143	F7_CC	F7
6682C	0.01164039	-0.312594263	F7_CC	F7
6685C	-0.172968745	-0.12705712	F7_CC	F7
6686C	0.005087193	-0.174387413	F7_CC	F7
6690C	0.008277509	-0.268384497	F7_CC	F7
6692C	0.196526039	-0.300961816	F7_CC	F7
6693C	-0.097161361	-0.227637708	F7_CC	F7
6694C	-0.021264282	-0.198627768	F7_CC	F7
6695C	0.07630777	-0.106556982	F7_CC	F7
6696C	0.007800686	-0.297398978	F7_CC	F7
6697C	-0.113888684	-0.088762534	F7_CC	F7
6698C	-0.060814685	-0.272405464	F7_CC	F7
6699C	-0.042709618	-0.237377386	F7_CC	F7
6701C	-0.135927073	-0.104246519	F7_CC	F7
6702C	-0.031278559	-0.2472019	F7_CC	F7
6704C	-0.122358857	-0.219188861	F7_CC	F7
6705C	-0.147165699	0.03548815	F7_CC	F7
6710C	-0.116374869	-0.153857429	F7_CC	F7
6711C	-0.188270505	-0.104014108	F7_CC	F7
6713C	0.046862484	-0.167449552	F7_CC	F7
6714C	-0.154765749	0.036513161	F7_CC	F7
6715C	-0.148325696	-0.109586263	F7_CC	F7
6716C	0.042481056	-0.336239	F7_CC	F7
6717C	-0.183104838	-0.02298707	F7_CC	F7
6719C	-0.127438105	-0.186604436	F7_CC	F7
6721C	-0.165086759	-0.004881144	F7_CC	F7
6722C	0.059890379	-0.237575916	F7_CC	F7
6723C	-0.150001958	-0.150607374	F7_CC	F7
6724C	-0.125399232	-0.071122831	F7_CC	F7
6726C	0.10000714	-0.117496322	F7_CC	F7
6728C	-0.07871817	-0.192884225	F7_CC	F7
6729C	-0.204633134	-0.005664097	F7_CC	F7
6731C	-0.10738621	-0.108282917	F7_CC	F7
6732C	0.075774201	-0.385983941	F7_CC	F7
6734C	-0.048795061	-0.3123962	F7_CC	F7
6740C	-0.018713525	-0.364182781	F7_CC	F7
6742C	0.06982743	-0.223248797	F7_CC	F7
6743C	-0.193262057	0.018579032	F7_CC	F7
6745C	0.358804846	-0.07292105	F7_CC	F7
6746C	-0.120009199	-0.203838932	F7_CC	F7
6748C	-0.163757674	-0.138652735	F7_CC	F7
6750C	-0.114078364	-0.177698528	F7_CC	F7
6751C	-0.14701575	-0.009984489	F7_CC	F7
6752C	-0.090593484	-0.234585016	F7_CC	F7
6753C	-0.191649775	-0.109703355	F7_CC	F7
6754C	-0.153640962	-0.106336238	F7_CC	F7
6755C	-0.116830344	-0.246659538	F7_CC	F7
6756C	-0.143005182	-0.165349293	F7_CC	F7
6757C	-0.083629038	-0.177193929	F7_CC	F7
6759C	-0.206560762	0.022538675	F7_CC	F7
6761C	-0.116202712	-0.284946875	F7_CC	F7
6763C	0.105639099	-0.259094276	F7_CC	F7
6766C	-0.029788159	-0.241715553	F7_CC	F7
6768C	-0.036561307	-0.244047808	F7_CC	F7
6770C	0.139826017	-0.374025353	F7_CC	F7
6772C	-0.113227105	-0.182666738	F7_CC	F7
6774C	-0.061518861	-0.15918866	F7_CC	F7
6781C	0.011042292	-0.212994777	F7_CC	F7
6783C	-0.096172352	-0.174278613	F7_CC	F7
6789C	0.073998546	-0.283512557	F7_CC	F7
6791C	-0.135939358	0.011382195	F7_CC	F7
6793C	-0.024376246	-0.318397673	F7_CC	F7
6795C	-0.008847559	-0.209902696	F7_CC	F7
6797C	-0.056522954	-0.336820184	F7_CC	F7
6798C	0.076276697	-0.385655	F7_CC	F7
6801C	0.001403603	-0.374715219	F7_CC	F7
6802C	-0.032769138	-0.231081096	F7_CC	F7
6803C	-0.133464942	-0.018360358	F7_CC	F7
6805C	-0.17310607	-0.080702601	F7_CC	F7
6807C	-0.09219528	-0.237943188	F7_CC	F7
6808C	-0.026594107	-0.30865195	F7_CC	F7
6811C	0.000797917	-0.310295778	F7_CC	F7
6812C	-0.157801878	-0.135294311	F7_CC	F7
6814C	-0.005535106	-0.315163685	F7_CC	F7
6815C	-0.152038587	-0.103287203	F7_CC	F7
6820C	-0.120093934	-0.198381756	F7_CC	F7
6821C	-0.159171504	-0.116202368	F7_CC	F7
6822C	0.01154093	-0.351311442	F7_CC	F7
6823C	-0.1957111	-0.116527287	F7_CC	F7
6824C	-0.068333382	-0.229031632	F7_CC	F7
6825C	-0.193331261	-0.057110771	F7_CC	F7
6827C	-0.106519982	-0.155647636	F7_CC	F7
6829C	-0.024922811	-0.230376964	F7_CC	F7
6830C	-0.093281129	-0.233915049	F7_CC	F7
6831C	-0.151187277	-0.103322104	F7_CC	F7
6832C	-0.087111216	-0.284057271	F7_CC	F7
6833C	-0.13314206	-0.166517394	F7_CC	F7
6834C	-0.130872735	-0.063826865	F7_CC	F7
6835C	-0.122856479	-0.11431988	F7_CC	F7
6837C	-0.074955134	-0.17732437	F7_CC	F7
6838C	0.099883239	-0.366014497	F7_CC	F7
6841C	-0.067667511	-0.305149078	F7_CC	F7
6842C	-0.033992049	-0.197594152	F7_CC	F7
6843C	-0.038584667	-0.222183447	F7_CC	F7
6844C	0.013612821	-0.328631116	F7_CC	F7
6845C	-0.114043774	-0.14721598	F7_CC	F7
6846C	-0.056059383	-0.077395241	F7_CC	F7
6847C	0.052530521	-0.272282987	F7_CC	F7
6848C	0.033477128	-0.194826924	F7_CC	F7
6849C	-0.117666739	-0.124317606	F7_CC	F7
6850C	-0.036098725	-0.16243857	F7_CC	F7
6851C	0.176955455	-0.30927594	F7_CC	F7
6853C	-0.086229907	-0.253345991	F7_CC	F7
6854C	-0.095663698	-0.226406606	F7_CC	F7
6855C	-0.011965462	-0.250526312	F7_CC	F7
6857C	-0.090340193	-0.253653947	F7_CC	F7
6858C	-0.122533819	-0.181914047	F7_CC	F7
6859C	-0.088054796	-0.240304522	F7_CC	F7
6860C	-0.04785113	-0.286464024	F7_CC	F7
6861C	-0.039531239	-0.336896265	F7_CC	F7
6863C	-0.078155862	-0.259384308	F7_CC	F7
6864C	-0.01514762	-0.355825558	F7_CC	F7
6865C	-0.005532579	-0.332855319	F7_CC	F7
6867C	-0.044232317	-0.274459469	F7_CC	F7
6868C	0.015356661	-0.41369174	F7_CC	F7
6869C	0.07658682	-0.332805321	F7_CC	F7
6870C	-0.184425268	-0.045350831	F7_CC	F7
6872C	-0.111034988	-0.166114232	F7_CC	F7
6874C	-0.0954375	-0.276671007	F7_CC	F7
6875C	-0.028937636	-0.279109585	F7_CC	F7
6876C	0.025566201	-0.375920118	F7_CC	F7
6877C	-0.099311582	-0.178925746	F7_CC	F7
6878C	-0.108929388	-0.135981133	F7_CC	F7
6879C	-0.081140115	-0.1679363	F7_CC	F7
6880C	-0.073025864	-0.136626918	F7_CC	F7
6882C	0.091506527	-0.235666907	F7_CC	F7
6885C	0.157919521	-0.296253993	F7_CC	F7
6887C	-0.063459954	-0.326786746	F7_CC	F7
6889C	0.032111768	-0.308674139	F7_CC	F7
6890C	-0.177925578	-0.088338121	F7_CC	F7
6891C	-0.012243154	-0.186305869	F7_CC	F7
6893C	0.082575588	-0.344962812	F7_CC	F7
6894C	-0.119958644	-0.017219992	F7_CC	F7
6895C	0.229387791	-0.254007713	F7_CC	F7
6896C	0.024450812	-0.27674614	F7_CC	F7
6898C	-0.030327706	-0.26298416	F7_CC	F7
6899C	-0.135998263	-0.113255212	F7_CC	F7
6901C	-0.076395895	-0.142061778	F7_CC	F7
6902C	-0.122331061	-0.255637376	F7_CC	F7
6903C	-0.119362392	-0.138616818	F7_CC	F7
6904C	-0.177000149	-0.078375265	F7_CC	F7
6905C	-0.083346804	-0.238435489	F7_CC	F7
6907C	-0.003105095	-0.134819876	F7_CC	F7
6910C	-0.171022314	-0.084200237	F7_CC	F7
6911C	-0.017971896	-0.224317092	F7_CC	F7
6912C	-0.049695244	-0.134396912	F7_CC	F7
6914C	-0.163813774	-0.141445988	F7_CC	F7
6915C	0.042967339	-0.266810351	F7_CC	F7
6917C	-0.120302227	-0.162914648	F7_CC	F7
6918C	0.20313991	-0.301762631	F7_CC	F7
6920C	-0.172129358	-0.113081071	F7_CC	F7
6924C	-0.125463704	-0.179730515	F7_CC	F7
6932C	-0.156136502	-0.029758652	F7_CC	F7
6934C	-0.127839168	-0.162081711	F7_CC	F7
6937C	-0.048858985	-0.091454956	F7_CC	F7
6939C	-0.077762415	-0.20372488	F7_CC	F7
6940C	-0.063484389	-0.172567892	F7_CC	F7
6945C	0.065063084	-0.329442205	F7_CC	F7
6951C	-0.131311226	-0.117821171	F7_CC	F7
6953C	0.072312029	-0.367896377	F7_CC	F7
6955C	-0.081696429	-0.21557379	F7_CC	F7
6957C	-0.130097372	-0.233522144	F7_CC	F7
6960C	0.137195487	-0.324688872	F7_CC	F7
6967C	-0.094530649	-0.276851243	F7_CC	F7
6971C	-0.170363576	-0.052206129	F7_CC	F7
6973C	-0.103654785	-0.127858532	F7_CC	F7
6975C	0.097552006	-0.350384899	F7_CC	F7
6977C	-0.073170283	-0.243733609	F7_CC	F7
6979C	-0.095124705	-0.168302702	F7_CC	F7
6981C	-0.083207803	-0.282336604	F7_CC	F7
6983C	-0.038653085	-0.311094906	F7_CC	F7
6985C	-0.117470929	-0.198215871	F7_CC	F7
6989C	-0.052176002	-0.306277286	F7_CC	F7
6995C	-0.035075227	-0.35759283	F7_CC	F7
7001C	-0.182662809	-0.133079019	F7_CC	F7
7003C	-0.064474961	-0.281770616	F7_CC	F7
7005C	-0.081886452	-0.180256334	F7_CC	F7
7009C	-0.07082702	-0.157565763	F7_CC	F7
7011C	0.007376153	-0.164708701	F7_CC	F7
7015C	-0.117453388	-0.193533997	F7_CC	F7
7017C	-0.064041843	-0.200828614	F7_CC	F7
7019C	-0.15663237	-0.162059324	F7_CC	F7
7021C	-0.163764528	-0.142614262	F7_CC	F7
7023C	-0.112112208	-0.224231967	F7_CC	F7
7025C	0.070285058	-0.371898277	F7_CC	F7
7027C	-0.01577337	-0.347008034	F7_CC	F7
7029C	-0.037135472	-0.320974388	F7_CC	F7
7031C	-0.035402326	-0.289091378	F7_CC	F7
7033C	-0.062662017	-0.223753881	F7_CC	F7
7035C	-0.123459983	-0.170622174	F7_CC	F7
7037C	0.127624122	-0.260107006	F7_CC	F7
7041C	0.064802648	-0.403680398	F7_CC	F7
7043C	-0.117698033	-0.242545849	F7_CC	F7
7045C	-0.020969627	-0.298684583	F7_CC	F7
7047C	0.154044297	-0.289281289	F7_CC	F7
7049C	0.163034255	-0.348064908	F7_CC	F7
7051C	0.040112626	-0.385931676	F7_CC	F7
7053C	-0.031691276	-0.129149435	F7_CC	F7
7055C	-0.18207833	-0.053808156	F7_CC	F7
7057C	-0.158075936	-0.126314175	F7_CC	F7
7059C	-0.135329199	-0.046583025	F7_CC	F7
7061C	-0.035986192	-0.218363933	F7_CC	F7
7063C	-0.168625403	-0.05039698	F7_CC	F7
7067C	-0.154441797	-0.173363788	F7_CC	F7
7069C	-0.147114936	-0.12604055	F7_CC	F7
7071C	-0.121068266	-0.16509015	F7_CC	F7
7073C	-0.097450711	-0.211145105	F7_CC	F7
7075C	-0.039502428	-0.336251913	F7_CC	F7
7077C	-0.188584391	-0.034024012	F7_CC	F7
7079C	-0.003362056	-0.23941847	F7_CC	F7
7081C	-0.182361375	-0.10383818	F7_CC	F7
7083C	-0.038325971	-0.164728071	F7_CC	F7
7087C	0.355338918	-0.191920999	F7_CC	F7
7089C	-0.134556824	-0.105915698	F7_CC	F7
7093C	-0.160366163	-0.138021485	F7_CC	F7
7097C	-0.083192215	-0.127392401	F7_CC	F7
7099C	-0.015585992	-0.183890652	F7_CC	F7
7101C	-0.069955231	0.01644632	F7_CC	F7
7103C	-0.134901118	-0.157199252	F7_CC	F7
7105C	-0.127867199	-0.079627115	F7_CC	F7
7107C	-0.150334276	-0.156682904	F7_CC	F7
7111C	-0.134077974	-0.117011797	F7_CC	F7
7113C	-0.1131588	-0.114286564	F7_CC	F7
5876CM	0.048645575	-0.153877626	F7_CM	F7
5878CM	0.031936332	-0.264485211	F7_CM	F7
5880CM	-0.014414689	-0.18195874	F7_CM	F7
5882CM	-0.099705624	-0.181587001	F7_CM	F7
5884CM	-0.087038774	-0.125872295	F7_CM	F7
5886CM	0.023070115	-0.288437343	F7_CM	F7
5888CM	-0.141224767	-0.18774137	F7_CM	F7
5890CM	-0.110964995	-0.180699793	F7_CM	F7
5892CM	0.041293414	-0.304513987	F7_CM	F7
5894CM	-0.063706587	-0.204258163	F7_CM	F7
5895CM	0.119403632	-0.369176932	F7_CM	F7
5896CM	-0.057672842	-0.185749594	F7_CM	F7
5897CM	0.163121242	-0.33354802	F7_CM	F7
5898CM	-0.040756336	-0.373195546	F7_CM	F7
5899CM	0.080936077	-0.362476651	F7_CM	F7
5900CM	-0.10798412	-0.238360625	F7_CM	F7
5902CM	0.025125387	-0.220785953	F7_CM	F7
5903CM	-0.132054097	-0.15183961	F7_CM	F7
5904CM	-0.116633891	-0.260278697	F7_CM	F7
5905CM	-0.114024288	-0.158514478	F7_CM	F7
5906CM	0.019930488	-0.29525981	F7_CM	F7
5907CM	0.054033919	-0.326756228	F7_CM	F7
5909CM	-0.048617551	-0.256414218	F7_CM	F7
5911CM	-0.005037719	-0.283859544	F7_CM	F7
5912CM	-0.169881165	-0.050308555	F7_CM	F7
5913CM	-0.112660235	-0.220680468	F7_CM	F7
5915CM	0.144190818	-0.277726491	F7_CM	F7
5916CM	-0.144104272	-0.167725124	F7_CM	F7
5917CM	-0.068257097	-0.263455285	F7_CM	F7
5918CM	-0.110276284	-0.15471989	F7_CM	F7
5919CM	-0.018968837	-0.180934731	F7_CM	F7
5920CM	-0.097422003	-0.164133875	F7_CM	F7
5922CM	-0.167915495	-0.046431421	F7_CM	F7
5924CM	0.041067867	-0.265129728	F7_CM	F7
5926CM	0.17915905	-0.32519481	F7_CM	F7
5927CM	0.038538192	-0.298739799	F7_CM	F7
5929CM	-0.080746111	-0.206896304	F7_CM	F7
5931CM	-0.139385715	-0.129499575	F7_CM	F7
5933CM	0.002796828	-0.185560897	F7_CM	F7
5935CM	0.001575926	-0.351723909	F7_CM	F7
5937CM	-0.053687664	-0.315383687	F7_CM	F7
5939CM	0.028609813	-0.166390769	F7_CM	F7
5941CM	0.179477601	-0.385041815	F7_CM	F7
5942CM	0.186693977	-0.31233899	F7_CM	F7
5943CM	0.020459914	-0.300544264	F7_CM	F7
5945CM	-0.084854796	-0.28628903	F7_CM	F7
5947CM	0.050634736	-0.362660228	F7_CM	F7
5951CM	-0.096584367	-0.169521573	F7_CM	F7
5952CM	0.058201367	-0.371027418	F7_CM	F7
5953CM	0.03779547	-0.314316093	F7_CM	F7
5954CM	-0.015908591	-0.105304228	F7_CM	F7
5955CM	0.138071292	-0.300926382	F7_CM	F7
5956CM	0.012199134	-0.236890317	F7_CM	F7
5958CM	-0.022620317	-0.169505679	F7_CM	F7
5962CM	-0.058073803	-0.297885081	F7_CM	F7
5963CM	-0.086446645	-0.309186781	F7_CM	F7
5964CM	-0.01016674	-0.335445348	F7_CM	F7
5965CM	0.030666898	-0.307549313	F7_CM	F7
5967CM	-0.088328243	-0.092859909	F7_CM	F7
5969CM	0.094231872	-0.306310703	F7_CM	F7
5970CM	-0.092696626	-0.20670417	F7_CM	F7
5971CM	-0.05847095	-0.246054148	F7_CM	F7
5972CM	-0.075577394	-0.261105369	F7_CM	F7
5973CM	-0.085272988	-0.19403949	F7_CM	F7
5974CM	0.068859463	-0.322482855	F7_CM	F7
5976CM	0.075461664	-0.370334522	F7_CM	F7
5977CM	0.151957843	-0.303362552	F7_CM	F7
5979CM	0.312865828	-0.248597801	F7_CM	F7
5983CM	0.009140279	-0.312623442	F7_CM	F7
5985CM	-0.007209836	-0.237993691	F7_CM	F7
5986CM	-0.057630113	-0.135496155	F7_CM	F7
5987CM	-0.093560391	-0.174966325	F7_CM	F7
5988CM	0.028046741	-0.413579677	F7_CM	F7
5989CM	-0.085545688	-0.292795339	F7_CM	F7
5990CM	-0.009931017	-0.377469927	F7_CM	F7
5991CM	0.006282353	-0.358606769	F7_CM	F7
5994CM	-0.100197442	-0.205692652	F7_CM	F7
5995CM	-0.063666707	-0.263327965	F7_CM	F7
6002CM	0.056168535	-0.328845733	F7_CM	F7
6004CM	0.003647846	-0.154997916	F7_CM	F7
6006CM	-0.067015514	-0.297788247	F7_CM	F7
6007CM	-0.153973481	-0.175814021	F7_CM	F7
6009CM	-0.006290756	-0.185236546	F7_CM	F7
6011CM	-0.018865618	-0.332431801	F7_CM	F7
6013CM	0.183315986	-0.379295321	F7_CM	F7
6014CM	-0.064490039	-0.259885087	F7_CM	F7
6016CM	-0.118936663	-0.214424513	F7_CM	F7
6017CM	-0.151219958	-0.137490277	F7_CM	F7
6020CM	-0.016689329	-0.225956625	F7_CM	F7
6021CM	-0.033118519	-0.310319397	F7_CM	F7
6027CM	0.03601663	-0.288691718	F7_CM	F7
6029CM	-0.053717399	-0.264450858	F7_CM	F7
6031CM	0.234556519	-0.166446458	F7_CM	F7
6041CM	0.077859335	-0.196090549	F7_CM	F7
6045CM	-0.131287059	-0.188780748	F7_CM	F7
6046CM	-0.040064999	-0.331339784	F7_CM	F7
6050CM	0.131775205	-0.363390952	F7_CM	F7
6051CM	-0.109707203	-0.205953393	F7_CM	F7
6053CM	-0.143521777	-0.099574522	F7_CM	F7
6055CM	0.051573502	-0.181046912	F7_CM	F7
6057CM	0.080245492	-0.300781284	F7_CM	F7
6061CM	-0.176386396	-0.064774424	F7_CM	F7
6070CM	0.006814946	-0.300152308	F7_CM	F7
6078CM	0.039245465	-0.395912551	F7_CM	F7
6081CM	0.149119735	-0.292991488	F7_CM	F7
6084CM	0.317045949	-0.226797406	F7_CM	F7
6086CM	0.054486807	-0.302466569	F7_CM	F7
6087CM	-0.011782667	-0.326851361	F7_CM	F7
6093CM	-0.118844532	-0.242529235	F7_CM	F7
6115CM	0.207345267	-0.341078143	F7_CM	F7
6117CM	0.016750079	-0.305025837	F7_CM	F7
6125CM	-0.027716448	-0.206938362	F7_CM	F7
6127CM	-0.056704773	-0.16052666	F7_CM	F7
6128CM	-0.044554269	-0.317888555	F7_CM	F7
6129CM	0.021429934	-0.281043339	F7_CM	F7
6131CM	0.028288359	-0.350140776	F7_CM	F7
6137CM	-0.106981542	-0.22943205	F7_CM	F7
6141CM	0.273462464	-0.223538648	F7_CM	F7
6143CM	0.18506075	-0.36692935	F7_CM	F7
6144CM	-0.098243391	-0.260391605	F7_CM	F7
6148CM	0.011230061	-0.325519578	F7_CM	F7
6149CM	-0.033027829	-0.241496895	F7_CM	F7
6150CM	-0.145754893	-0.090089863	F7_CM	F7
6158CM	-0.162398966	-0.113773309	F7_CM	F7
6160CM	-0.090535748	-0.206096512	F7_CM	F7
6162CM	0.088412937	-0.339125029	F7_CM	F7
6166CM	-0.122064039	-0.154094259	F7_CM	F7
6168CM	-0.134211471	-0.158621918	F7_CM	F7
6170CM	-0.162279844	-0.154928453	F7_CM	F7
6179CM	-0.047920755	-0.287029209	F7_CM	F7
6182CM	-0.103602889	-0.229545474	F7_CM	F7
6184CM	-0.043659414	-0.173952746	F7_CM	F7
6186CM	-0.084264021	-0.092167102	F7_CM	F7
6188CM	-0.153102181	-0.148387143	F7_CM	F7
6191CM	0.130818449	-0.166652141	F7_CM	F7
6192CM	-0.170566439	-0.093858789	F7_CM	F7
6197CM	-0.069114832	-0.232293683	F7_CM	F7
6203CM	-0.092392066	-0.271149976	F7_CM	F7
6204CM	-0.142144112	-0.081399237	F7_CM	F7
6206CM	-0.129938594	-0.11494521	F7_CM	F7
6207CM	-0.010068708	-0.164048702	F7_CM	F7
6210CM	0.298943184	-0.292901812	F7_CM	F7
6219CM	-0.021633072	-0.149508854	F7_CM	F7
6220CM	-0.129598256	-0.123919199	F7_CM	F7
6222CM	-0.133276818	-0.118967977	F7_CM	F7
6225CM	-0.167569216	-0.156454145	F7_CM	F7
6226CM	0.014539654	-0.244406362	F7_CM	F7
6227CM	0.004452504	-0.312003983	F7_CM	F7
6228CM	-0.130079161	0.025028588	F7_CM	F7
6229CM	0.17471154	-0.274308445	F7_CM	F7
6230CM	-0.166695848	-0.015490476	F7_CM	F7
6231CM	0.088938994	-0.219732947	F7_CM	F7
6232CM	-0.096199326	-0.117299638	F7_CM	F7
6233CM	-0.060383008	-0.33493122	F7_CM	F7
6234CM	-0.11489067	-0.090587236	F7_CM	F7
