DS	TAX	HER1	HER2	LEVEL
D240	Otu19658	0.012354259	0.0123 	OTUs
D240	Otu7082	0.012162611	0.0122 	OTUs
D240	Otu16150	0.012159858	0.0000 	OTUs
D240	Otu29310	0.012117653	0.0121 	OTUs
D240	Otu22687	0.012069552	0.0114 	OTUs
D240	Otu8865	0.011984478	0.0120 	OTUs
D240	Otu7139	0.011982377	0.0129 	OTUs
D240	Otu30158	0.011927887	0.0119 	OTUs
D240	Otu502	0.011857007	0.0097 	OTUs
D240	Otu23583	0.011814063	0.0118 	OTUs
D240	Otu29141	0.011812603	0.0103 	OTUs
D240	Otu7108	0.01178601	0.0041 	OTUs
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.CF231	0.011733214	0.0117 	Genus
D240	Otu8199	0.011715276	0.0117 	OTUs
D240	Otu9491	0.011688517	0.0117 	OTUs
D240	Otu26323	0.011644159	0.0116 	OTUs
D240	Otu7246	0.011594156	0.0000 	OTUs
D240	Otu10308	0.011578441	0.0116 	OTUs
D240	Otu29193	0.011571638	0.0116 	OTUs
D240	Otu479	0.011523981	0.0096 	OTUs
D240	Otu21440	0.011523813	0.0098 	OTUs
D240	Otu1933	0.011480346	0.0000 	OTUs
D240	Otu22591	0.01140247	0.0105 	OTUs
D240	Otu14735	0.011391416	0.0091 	OTUs
D240	Otu151	0.01137132	0.0114 	OTUs
D240	Otu1111	0.011300348	0.0113 	OTUs
D240	Otu196	0.011220725	0.0112 	OTUs
D240	Otu10538	0.011215585	0.0004 	OTUs
D240	Otu19690	0.011156461	0.0112 	OTUs
D240	Otu23149	0.011155342	0.0112 	OTUs
D240	Otu16593	0.011091338	0.0111 	OTUs
D240	Otu28898	0.011008718	0.0104 	OTUs
D240	Otu24305	0.010967524	0.0110 	OTUs
D240	Otu17029	0.010937186	0.0109 	OTUs
D240	Otu8093	0.010623586	0.0106 	OTUs
D240	Otu2020	0.010590749	0.0098 	OTUs
D240	Otu10592	0.01057862	0.0000 	OTUs
D240	Otu29265	0.010567449	0.0106 	OTUs
D240	Otu28011	0.010448595	0.0092 	OTUs
D240	Otu29246	0.010438083	0.0104 	OTUs
D240	Otu26290	0.010395322	0.0104 	OTUs
D240	Otu15866	0.010386259	0.0104 	OTUs
D240	Otu30751	0.010354421	0.0104 	OTUs
D240	Otu22726	0.01035018	0.0103 	OTUs
D240	Otu25053	0.010231474	0.0102 	OTUs
D240	Otu1284	0.010228845	0.0102 	OTUs
D240	Otu4711	0.010212093	0.0102 	OTUs
D240	Otu173	0.010205651	0.0102 	OTUs
D240	Otu30624	0.010205356	0.0000 	OTUs
D240	Otu16981	0.010090244	0.0101 	OTUs
D240	Otu23140	0.009996739	0.0100 	OTUs
D240	Otu8768	0.009879607	0.0099 	OTUs
D240	Otu37	0.009831264	0.0098 	OTUs
D240	Otu27525	0.009806997	0.0098 	OTUs
D240	Otu478	0.009784646	0.0098 	OTUs
D240	Otu7393	0.00977382	0.0098 	OTUs
D240	Otu16091	0.009726598	0.0097 	OTUs
D240	Otu1508	0.009724522	0.0097 	OTUs
D240	Otu12015	0.009643858	0.0096 	OTUs
D240	Otu290	0.009638094	0.0044 	OTUs
D240	Otu601	0.009629222	0.0096 	OTUs
D240	Otu21930	0.009617465	0.0096 	OTUs
D240	Otu19833	0.009503109	0.0067 	OTUs
D240	Otu6911	0.009499216	0.0095 	OTUs
D240	Otu646	0.009485332	0.0095 	OTUs
D240	Otu21296	0.009476594	0.0095 	OTUs
D240	Otu7942	0.009458829	0.0095 	OTUs
D240	Otu9035	0.009446045	0.0094 	OTUs
D240	Otu1037	0.009405245	0.0000 	OTUs
D240	Otu217	0.009372537	0.0092 	OTUs
D240	Otu7924	0.009317922	0.0093 	OTUs
D240	Otu17062	0.009247307	0.0092 	OTUs
D240	Otu493	0.00920088	0.0092 	OTUs
D240	Otu8029	0.009152446	0.0092 	OTUs
D240	Otu158	0.009142193	0.0091 	OTUs
D240	Otu12487	0.009115964	0.0091 	OTUs
D240	Otu17503	0.009109407	0.0091 	OTUs
D240	Otu26329	0.009082654	0.0070 	OTUs
D240	Otu7070	0.009056864	0.0091 	OTUs
D240	Otu7274	0.009017643	0.0090 	OTUs
D240	Otu11932	0.008987812	0.0090 	OTUs
D240	Otu22446	0.008934584	0.0000 	OTUs
D240	Otu9597	0.008887184	0.0089 	OTUs
D240	Otu10608	0.008884727	0.0089 	OTUs
D240	Otu150	0.00880754	0.0088 	OTUs
D240	Otu25480	0.008792172	0.0000 	OTUs
D240	Otu7810	0.008779383	0.0088 	OTUs
D240	Otu29157	0.008762289	0.0078 	OTUs
D240	Otu9943	0.008755776	0.0069 	OTUs
D240	Otu22634	0.00871022	0.0087 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus_callidus	0.008666041	0.0087 	Species
D240	Otu6027	0.008655894	0.0087 	OTUs
D240	Otu7118	0.008550958	0.0086 	OTUs
D240	Otu7107	0.008474151	0.0085 	OTUs
D240	Otu16052	0.008370086	0.0084 	OTUs
D240	Otu10663	0.008304849	0.0001 	OTUs
D240	Otu2777	0.008301245	0.0083 	OTUs
D240	Otu7169	0.008296116	0.0083 	OTUs
D240	Otu19805	0.00827261	0.0083 	OTUs
D240	Otu7214	0.008234273	0.0082 	OTUs
D240	Otu24683	0.008188284	0.0082 	OTUs
D240	Otu15354	0.008051908	0.0081 	OTUs
D240	Otu967	0.008026905	0.0080 	OTUs
D240	Otu740	0.007878039	0.0079 	OTUs
D240	Otu31452	0.007861195	0.0079 	OTUs
D240	Otu987	0.007718572	0.0077 	OTUs
D240	Otu11545	0.007654113	0.0077 	OTUs
D240	Otu27567	0.007606421	0.0076 	OTUs
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae	0.007605375	0.0076 	Family
D240	Otu25805	0.0075655	0.0035 	OTUs
D240	Otu28974	0.007528203	0.0006 	OTUs
D240	Otu7286	0.007511851	0.0050 	OTUs
D240	Otu166	0.007507143	0.0072 	OTUs
D240	Otu16305	0.007459133	0.0075 	OTUs
D240	Otu8915	0.007451266	0.0067 	OTUs
D240	Otu29190	0.007448942	0.0074 	OTUs
D240	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Slackia	0.007448686	0.0074 	Genus
D240	Otu859	0.007447344	0.0074 	OTUs
D240	Otu16013	0.007389696	0.0074 	OTUs
D240	Otu22683	0.007334502	0.0072 	OTUs
D240	Otu1899	0.007290703	0.0073 	OTUs
D240	Otu10611	0.007287741	0.0073 	OTUs
D240	Otu299	0.007217632	0.0072 	OTUs
D240	Otu15862	0.007126462	0.0071 	OTUs
D240	Otu14143	0.007110679	0.0071 	OTUs
D240	Otu11106	0.00709213	0.0018 	OTUs
D240	Otu16096	0.00702943	0.0017 	OTUs
D240	Otu12105	0.007024901	0.0070 	OTUs
D240	Otu30001	0.006862398	0.0047 	OTUs
D240	Otu3191	0.006827101	0.0068 	OTUs
D240	Otu6127	0.006813227	0.0068 	OTUs
D240	Otu24925	0.006766439	0.0000 	OTUs
D240	Otu22416	0.006723976	0.0067 	OTUs
D240	Otu216	0.006699489	0.0067 	OTUs
D240	Otu15915	0.006670883	0.0067 	OTUs
D240	Otu18295	0.006649533	0.0067 	OTUs
D240	Otu5995	0.006545808	0.0036 	OTUs
D240	Otu16166	0.006486261	0.0065 	OTUs
D240	Otu21869	0.006323945	0.0000 	OTUs
D240	Otu8873	0.00631656	0.0024 	OTUs
D240	Otu2129	0.006292138	0.0063 	OTUs
D240	Otu9494	0.006217572	0.0062 	OTUs
D240	Otu1251	0.006186757	0.0000 	OTUs
D240	Otu29275	0.006151781	0.0000 	OTUs
D240	Otu15837	0.006126717	0.0061 	OTUs
D240	Otu10605	0.006085386	0.0061 	OTUs
D240	Otu19755	0.006080828	0.0061 	OTUs
D240	Otu22451	0.006011872	0.0060 	OTUs
D240	Otu619	0.005952278	0.0059 	OTUs
D240	Otu24601	0.005894526	0.0059 	OTUs
D240	Otu9938	0.00581127	0.0000 	OTUs
D240	Otu6899	0.005800373	0.0009 	OTUs
D240	Otu3608	0.00551125	0.0055 	OTUs
D240	Otu1938	0.005479197	0.0036 	OTUs
D240	Otu994	0.00547868	0.0055 	OTUs
D240	Otu1224	0.005472248	0.0055 	OTUs
D240	Otu7427	0.005456806	0.0055 	OTUs
D240	Otu48	0.005351633	0.0000 	OTUs
D240	Otu8877	0.005344237	0.0053 	OTUs
D240	Otu1244	0.005323979	0.0053 	OTUs
D240	Otu2033	0.005223473	0.0000 	OTUs
D240	Otu15945	0.005189746	0.0000 	OTUs
D240	Otu8997	0.00515249	0.0052 	OTUs
D240	Otu214	0.005149712	0.0000 	OTUs
D240	Otu16240	0.005075366	0.0051 	OTUs
D240	Otu16047	0.005074855	0.0051 	OTUs
D240	Otu16288	0.00505281	0.0051 	OTUs
D240	Otu23751	0.004909193	0.0049 	OTUs
D240	Otu15728	0.004905201	0.0049 	OTUs
D240	Otu6909	0.004891954	0.0049 	OTUs
D240	Otu7263	0.004766985	0.0009 	OTUs
D240	Otu17003	0.004613378	0.0046 	OTUs
D240	Otu7466	0.004577952	0.0046 	OTUs
D240	Otu11021	0.004561503	0.0000 	OTUs
D240	Otu15830	0.004561099	0.0046 	OTUs
D240	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales	0.004536727	0.0041 	Order
D240	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae	0.004536727	0.0041 	Family
D240	Otu24559	0.004524789	0.0000 	OTUs
D240	Otu9275	0.004459515	0.0045 	OTUs
D240	Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae.Sphaerochaeta	0.004371561	0.0039 	Genus
D240	Otu7407	0.004366403	0.0000 	OTUs
D240	Otu29192	0.004355758	0.0044 	OTUs
D240	Otu16646	0.004307052	0.0000 	OTUs
D240	Otu9090	0.004303694	0.0043 	OTUs
D240	Otu27541	0.004290702	0.0043 	OTUs
D240	Otu139	0.004289137	0.0000 	OTUs
D240	Otu9633	0.004288773	0.0043 	OTUs
D240	Otu29979	0.004281873	0.0000 	OTUs
D240	Otu21759	0.004236864	0.0042 	OTUs
D240	Otu7866	0.00419475	0.0042 	OTUs
D240	Otu31336	0.004187006	0.0000 	OTUs
D240	Otu13145	0.004151328	0.0000 	OTUs
D240	Otu30282	0.004112744	0.0041 	OTUs
D240	Otu21926	0.004101452	0.0041 	OTUs
D240	Otu10606	0.004056773	0.0000 	OTUs
D240	Otu30604	0.004049734	0.0027 	OTUs
D240	Bacteria.Tenericutes	0.004006063	0.0040 	Phylum
D240	Otu423	0.003973129	0.0000 	OTUs
D240	Otu254	0.003889416	0.0039 	OTUs
D240	Otu799	0.003888023	0.0039 	OTUs
D240	Otu19860	0.003818081	0.0038 	OTUs
D240	Otu3144	0.003808587	0.0040 	OTUs
D240	Otu12496	0.003747739	0.0037 	OTUs
D240	Otu5914	0.003628186	0.0036 	OTUs
D240	Otu10718	0.003551407	0.0036 	OTUs
D240	Otu16399	0.003422741	0.0034 	OTUs
D240	Otu21436	0.003418854	0.0034 	OTUs
D240	Otu28442	0.003339386	0.0011 	OTUs
D240	Otu2583	0.003242584	0.0032 	OTUs
D240	Otu1254	0.003240881	0.0033 	OTUs
D240	Otu7095	0.003170964	0.0000 	OTUs
D240	Otu28664	0.003157071	0.0032 	OTUs
D240	Otu4564	0.003067679	0.0000 	OTUs
D240	Otu30505	0.003024714	0.0000 	OTUs
D240	Otu1526	0.002974671	0.0030 	OTUs
D240	Otu12010	0.002882432	0.0029 	OTUs
D240	Otu9439	0.002878668	0.0029 	OTUs
D240	Otu11041	0.002855452	0.0029 	OTUs
D240	Otu7559	0.002818679	0.0028 	OTUs
D240	Otu26286	0.00277157	0.0028 	OTUs
D240	Otu16995	0.002678867	0.0000 	OTUs
D240	Otu8078	0.002670409	0.0027 	OTUs
D240	Otu7392	0.002458729	0.0025 	OTUs
D240	Otu7799	0.002373636	0.0000 	OTUs
D240	Otu6563	0.002316126	0.0023 	OTUs
D240	Otu23936	0.002266901	0.0020 	OTUs
D240	Otu9374	0.002239763	0.0022 	OTUs
D240	Otu23148	0.002221931	0.0022 	OTUs
D240	Otu486	0.002216641	0.0006 	OTUs
D240	Otu10700	0.002193444	0.0022 	OTUs
D240	Otu11411	0.002096309	0.0000 	OTUs
D240	Otu24620	0.002083438	0.0000 	OTUs
D240	Otu10630	0.002067165	0.0021 	OTUs
D240	Otu18946	0.001983468	0.0020 	OTUs
D240	Otu7243	0.001955325	0.0000 	OTUs
D240	Otu21491	0.00181123	0.0018 	OTUs
D240	Otu252	0.001806851	0.0018 	OTUs
D240	Otu7005	0.001782954	0.0018 	OTUs
D240	Otu984	0.001709818	0.0000 	OTUs
D240	Otu7251	0.001634838	0.0000 	OTUs
D240	Otu85	0.001628041	0.0016 	OTUs
D240	Otu9862	0.001381184	0.0075 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Anaerofustis	0.001334379	0.0000 	Genus
D240	Otu3597	0.001334131	0.0000 	OTUs
D240	Otu30026	0.001242285	0.0000 	OTUs
D240	Otu9210	0.001162887	0.0012 	OTUs
D240	Otu9095	0.001139774	0.0011 	OTUs
D240	Otu10081	0.001113557	0.0011 	OTUs
D240	Otu1017	0.001083027	0.0000 	OTUs
D240	Otu556	0.001060181	0.0011 	OTUs
D240	Otu15798	0.000942933	0.0009 	OTUs
D240	Otu5925	0.000897033	0.0009 	OTUs
D240	Otu24756	0.000889723	0.0009 	OTUs
D240	Otu7089	0.0008284	0.0000 	OTUs
D240	Otu17509	0.000732678	0.0007 	OTUs
D240	Otu26313	0.0007107	0.0007 	OTUs
D240	Otu677	0.00070282	0.0007 	OTUs
D240	Otu10628	0.000573926	0.0000 	OTUs
D240	Otu31327	0.000558442	0.0006 	OTUs
D240	Otu498	0.000451899	0.0005 	OTUs
D240	Otu28582	0.000341255	0.0000 	OTUs
D240	Otu11092	0.00028286	0.0003 	OTUs
D240	Otu16402	0.000215467	0.0000 	OTUs
D240	Otu9213	0.000139867	0.0001 	OTUs
D240	Otu11311	8.31E-05	0.0000 	OTUs
D240	Otu15758	5.42E-05	0.0000 	OTUs
D240	Otu16760	1.93E-06	0.0000 	OTUs
D240	Otu1513	1.21E-06	0.0000 	OTUs
D240	Otu15858	9.32E-07	0.0000 	OTUs
D240	Otu10966	2.54E-07	0.0019 	OTUs
D240	Otu12754	2.24E-07	0.0000 	OTUs
D240	Otu10557	2.00E-07	0.0000 	OTUs
D240	Otu2051	1.27E-07	0.0000 	OTUs
D240	Otu318	1.19E-07	0.0000 	OTUs
D240	Otu16031	9.81E-08	0.0000 	OTUs
D240	Otu1570	5.82E-08	0.0000 	OTUs
D240	Otu962	4.21E-08	0.0000 	OTUs
D240	Otu12846	4.18E-08	0.0000 	OTUs
D240	Bacteria.Deferribacteres	2.84E-08	0.0000 	Phylum
D240	Bacteria.Deferribacteres.Deferribacteres	2.84E-08	0.0000 	Class
D240	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales	2.84E-08	0.0000 	Order
D240	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae	2.84E-08	0.0000 	Family
D240	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum	2.84E-08	0.0000 	Genus
D240	Bacteria.Deferribacteres.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum.Mucispirillum_schaedleri	2.84E-08	0.0000 	Species
D240	Otu9165	2.50E-08	0.0000 	OTUs
D240	Otu12452	2.26E-08	0.0000 	OTUs
D240	Otu28881	1.36E-08	0.0000 	OTUs
D240	Otu614	1.31E-08	0.0000 	OTUs
D240	Otu7053	1.19E-08	0.0000 	OTUs
D240	Otu6928	9.99E-09	0.0000 	OTUs
D240	Otu21795	6.95E-09	0.0000 	OTUs
D240	Otu18414	6.87E-09	0.0000 	OTUs
D240	Otu19021	6.82E-09	0.0000 	OTUs
D240	Otu8861	5.88E-09	0.0000 	OTUs
D240	Otu1196	5.84E-09	0.0000 	OTUs
D240	Otu23644	5.73E-09	0.0000 	OTUs
D240	Otu9157	5.42E-09	0.0000 	OTUs
D240	Otu9011	4.62E-09	0.0000 	OTUs
D240	Otu7097	4.55E-09	0.0000 	OTUs
D240	Otu30876	4.50E-09	0.0000 	OTUs
D240	Otu17906	4.04E-09	0.0000 	OTUs
D240	Otu22406	3.91E-09	0.0000 	OTUs
D240	Otu7813	3.13E-09	0.0000 	OTUs
D240	Otu19999	3.11E-09	0.0000 	OTUs
D240	Otu7051	2.88E-09	0.0000 	OTUs
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Porphyromonas	2.83E-09	0.0000 	Genus
D240	Otu662	2.71E-09	0.0000 	OTUs
D240	Otu15539	2.45E-09	0.0000 	OTUs
D240	Otu19739	2.32E-09	0.0000 	OTUs
D240	Otu15805	2.14E-09	0.0000 	OTUs
D240	Otu16026	2.13E-09	0.0000 	OTUs
D240	Otu22776	2.07E-09	0.0000 	OTUs
D240	Otu17327	2.03E-09	0.0000 	OTUs
D240	Otu25	2.03E-09	0.0000 	OTUs
D240	Otu16741	2.00E-09	0.0000 	OTUs
D240	Otu1932	2.00E-09	0.0000 	OTUs
D240	Otu4787	1.91E-09	0.0000 	OTUs
D240	Otu16030	1.80E-09	0.0000 	OTUs
D240	Otu7230	1.55E-09	0.0000 	OTUs
D240	Otu9102	1.34E-09	0.0000 	OTUs
D240	Otu3163	1.32E-09	0.0000 	OTUs
D240	Otu165	1.23E-09	0.0000 	OTUs
D240	Otu21678	1.19E-09	0.0000 	OTUs
D240	Otu7570	1.17E-09	0.0000 	OTUs
D240	Otu10509	1.13E-09	0.0000 	OTUs
D240	Otu26255	1.12E-09	0.0000 	OTUs
D240	Otu17730	1.11E-09	0.0000 	OTUs
D240	Otu16692	1.11E-09	0.0000 	OTUs
D240	Otu9241	1.08E-09	0.0000 	OTUs
D240	Otu22709	1.07E-09	0.0000 	OTUs
D240	Otu8773	1.06E-09	0.0000 	OTUs
D240	Otu635	1.06E-09	0.0000 	OTUs
D240	Otu17024	1.04E-09	0.0000 	OTUs
D240	Otu8925	1.01E-09	0.0000 	OTUs
D240	Otu1002	9.85E-10	0.0000 	OTUs
D240	Otu6927	9.83E-10	0.0000 	OTUs
D240	Otu8894	9.67E-10	0.0000 	OTUs
D240	Otu16046	9.11E-10	0.0000 	OTUs
D240	Otu11504	8.69E-10	0.0000 	OTUs
D240	Otu16314	8.63E-10	0.0000 	OTUs
D240	Otu16224	8.22E-10	0.0000 	OTUs
D240	Otu1243	7.85E-10	0.0000 	OTUs
D240	Otu1159	7.62E-10	0.0000 	OTUs
D240	Otu7923	7.29E-10	0.0000 	OTUs
D240	Otu25153	7.27E-10	0.0000 	OTUs
D240	Otu28102	7.14E-10	0.0000 	OTUs
D240	Otu7584	6.91E-10	0.0000 	OTUs
D240	Otu1419	6.83E-10	0.0000 	OTUs
D240	Otu19831	6.73E-10	0.0000 	OTUs
D240	Otu7775	6.60E-10	0.0000 	OTUs
D240	Otu17254	6.19E-10	0.0000 	OTUs
D240	Otu5938	6.06E-10	0.0000 	OTUs
D240	Otu9666	6.01E-10	0.0000 	OTUs
D240	Otu9088	5.90E-10	0.0000 	OTUs
D240	Otu1374	5.89E-10	0.0000 	OTUs
D240	Otu9318	5.74E-10	0.0000 	OTUs
D240	Otu30185	5.67E-10	0.0000 	OTUs
D240	Otu7155	5.64E-10	0.0000 	OTUs
D240	Otu1133	5.02E-10	0.0000 	OTUs
D240	Otu7348	4.88E-10	0.0000 	OTUs
D240	Otu21535	4.72E-10	0.0000 	OTUs
D240	Otu9175	4.07E-10	0.0000 	OTUs
D240	Otu17016	4.05E-10	0.0000 	OTUs
D240	Otu9200	3.96E-10	0.0000 	OTUs
D240	Otu8113	3.76E-10	0.0000 	OTUs
D240	Otu15907	3.72E-10	0.0000 	OTUs
D240	Otu25680	3.71E-10	0.0000 	OTUs
D240	Otu9714	3.68E-10	0.0000 	OTUs
D240	Otu792	3.64E-10	0.0000 	OTUs
D240	Otu32	3.62E-10	0.0000 	OTUs
D240	Otu10314	3.44E-10	0.0000 	OTUs
D240	Otu458	3.43E-10	0.0000 	OTUs
D240	Otu9551	3.31E-10	0.0000 	OTUs
D240	Otu2037	3.30E-10	0.0000 	OTUs
D240	Otu3363	3.27E-10	0.0000 	OTUs
D240	Otu9182	3.14E-10	0.0000 	OTUs
D240	Otu5905	3.03E-10	0.0000 	OTUs
D240	Otu1253	2.93E-10	0.0000 	OTUs
D240	Otu12421	2.91E-10	0.0000 	OTUs
D240	Otu1248	2.90E-10	0.0000 	OTUs
D240	Otu16991	2.55E-10	0.0000 	OTUs
D240	Otu8926	2.41E-10	0.0000 	OTUs
D240	Otu28469	2.40E-10	0.0000 	OTUs
D240	Otu10410	2.36E-10	0.0000 	OTUs
D240	Otu7343	2.36E-10	0.0000 	OTUs
D240	Otu10943	2.22E-10	0.0000 	OTUs
D240	Otu10610	2.14E-10	0.0000 	OTUs
D240	Otu2595	2.12E-10	0.0000 	OTUs
D240	Otu10716	2.05E-10	0.0000 	OTUs
D240	Otu21756	1.99E-10	0.0000 	OTUs
D240	Otu7172	1.91E-10	0.0000 	OTUs
D240	Otu9529	1.90E-10	0.0000 	OTUs
D240	Otu9476	1.72E-10	0.0000 	OTUs
D240	Otu16313	1.62E-10	0.0000 	OTUs
D240	Otu9407	1.62E-10	0.0000 	OTUs
D240	Otu8069	1.52E-10	0.0000 	OTUs
D240	Otu497	1.49E-10	0.0000 	OTUs
D240	Otu30057	1.43E-10	0.0000 	OTUs
D240	Otu27442	1.42E-10	0.0000 	OTUs
D240	Otu7375	1.41E-10	0.0000 	OTUs
D240	Otu7158	1.33E-10	0.0000 	OTUs
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae	1.29E-10	0.0000 	Family
D240	Otu7113	1.29E-10	0.0000 	OTUs
D240	Otu7380	1.29E-10	0.0000 	OTUs
D240	Otu11193	1.06E-10	0.0000 	OTUs
D240	Otu1120	1.03E-10	0.0000 	OTUs
D240	Otu12864	1.01E-10	0.0000 	OTUs
D240	Otu14751	1.00E-10	0.0000 	OTUs
D240	Otu328	9.81E-11	0.0000 	OTUs
D240	Otu16286	1.08E-14	0.0000 	OTUs
D240	Otu667	1.01E-14	0.0000 	OTUs
D240	Otu10722	0	0.0000 	OTUs
D240	Otu1063	0	0.0000 	OTUs
D240	Otu14713	0	0.0000 	OTUs
D240	Otu7020	0	0.0000 	OTUs
D240	Otu30951	0	0.0000 	OTUs
D240	Otu6288	0	0.0000 	OTUs
D240	Otu31382	0	0.0000 	OTUs
D240	Otu1363	0	0.0000 	OTUs
D240	Otu382	0	0.0000 	OTUs
D240	Otu127	0	0.0000 	OTUs
D240	Otu30116	0	0.0000 	OTUs
D240	Otu24731	0	0.0000 	OTUs
D240	Otu804	0	0.0000 	OTUs
D240	Otu24367	0	0.0000 	OTUs
D240	Otu647	0	0.0000 	OTUs
D240	Otu13471	0	0.0000 	OTUs
D240	Otu7055	0	0.0000 	OTUs
D240	Otu1173	0	0.0000 	OTUs
D240	Otu16018	0	0.0000 	OTUs
D240	Otu17244	0	0.0000 	OTUs
D240	Otu19709	0	0.0000 	OTUs
D240	Otu831	0	0.0000 	OTUs
D240	Otu28596	0	0.0000 	OTUs
D240	Otu10992	0	0.0000 	OTUs
D240	Otu9762	0	0.0000 	OTUs
D240	Otu22008	0	0.0000 	OTUs
D240	Otu21354	0	0.0000 	OTUs
D240	Otu7444	0	0.0000 	OTUs
D240	Otu15613	0	0.0000 	OTUs
D240	Otu19820	0	0.0000 	OTUs
D240	Otu6037	0	0.0000 	OTUs
D240	Otu1160	0	0.0000 	OTUs
D240	Otu573	0	0.0000 	OTUs
D240	Otu17063	0	0.0000 	OTUs
D240	Otu15774	0	0.0000 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Clostridium.Clostridium_piliforme	0	0.0000 	Species
D240	Otu7928	0	0.0000 	OTUs
D240	Otu21384	0	0.0000 	OTUs
D240	Otu15930	0	0.0000 	OTUs
D240	Otu24255	0	0.0000 	OTUs
D240	Otu841	0	0.0000 	OTUs
D240	Otu11529	0	0.0000 	OTUs
D240	Otu16074	0	0.0000 	OTUs
D240	Otu8160	0	0.0000 	OTUs
D240	Otu1512	0	0.0000 	OTUs
D240	Otu22379	0	0.0000 	OTUs
D240	Otu28764	0	0.0000 	OTUs
D240	Otu16057	0	0.0000 	OTUs
D240	Otu24444	0	0.0000 	OTUs
D240	Otu14800	0	0.0000 	OTUs
D240	Otu2144	0	0.0000 	OTUs
D240	Otu699	0	0.0000 	OTUs
D240	Otu717	0	0.0000 	OTUs
D240	Otu927	0	0.0000 	OTUs
D240	Otu9544	0	0.0000 	OTUs
D240	Otu31656	0	0.0000 	OTUs
D240	Otu16684	0	0.0000 	OTUs
D240	Otu10827	0	0.0000 	OTUs
D240	Otu6080	0	0.0000 	OTUs
D240	Otu7884	0	0.0000 	OTUs
D240	Otu9507	0	0.0000 	OTUs
D240	Otu8155	0	0.0000 	OTUs
D240	Otu28998	0	0.0000 	OTUs
D240	Otu7188	0	0.0000 	OTUs
D240	Otu7836	0	0.0000 	OTUs
D240	Otu7982	0	0.0000 	OTUs
D240	Otu8084	0	0.0000 	OTUs
D240	Otu8110	0	0.0000 	OTUs
D240	Otu11655	0	0.0000 	OTUs
D240	Otu435	0	0.0000 	OTUs
D240	Otu22892	0	0.0000 	OTUs
D240	Otu7999	0	0.0000 	OTUs
D240	Otu16199	0	0.0000 	OTUs
D240	Otu9243	0	0.0000 	OTUs
D240	Otu7344	0	0.0000 	OTUs
D240	Otu8332	0	0.0000 	OTUs
D240	Otu28697	0	0.0000 	OTUs
D240	Otu7093	0	0.0000 	OTUs
D240	Otu797	0	0.0000 	OTUs
D240	Otu10754	0	0.0000 	OTUs
D240	Otu29154	0	0.0000 	OTUs
D240	Otu8121	0	0.0000 	OTUs
D240	Otu13579	0	0.0000 	OTUs
D240	Otu1234	0	0.0000 	OTUs
D240	Otu23498	0	0.0000 	OTUs
D240	Otu575	0	0.0000 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_neonatale	0	0.0000 	Species
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae	0	0.0000 	Family
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae	0	0.0000 	Family
D240	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales	0	0.0000 	Order
D240	Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae	0	0.0000 	Family
D240	Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio	0	0.0000 	Genus
D240	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales	0	0.0000 	Order
D240	Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae	0	0.0000 	Family
D240	Otu10080	0	0.0000 	OTUs
D240	Otu10097	0	0.0000 	OTUs
D240	Otu10146	0	0.0000 	OTUs
D240	Otu10244	0	0.0000 	OTUs
D240	Otu10257	0	0.0000 	OTUs
D240	Otu10305	0	0.0000 	OTUs
D240	Otu10473	0	0.0000 	OTUs
D240	Otu10492	0	0.0000 	OTUs
D240	Otu10517	0	0.0000 	OTUs
D240	Otu10522	0	0.0000 	OTUs
D240	Otu10540	0	0.0000 	OTUs
D240	Otu10549	0	0.0000 	OTUs
