Taxon	Level	Annot	Sample_type	F6_her	F6_abund	F6_pnull	F7_her	F7_abund	F7_pnull
Otu498	OTUs	Tenericutes;Mollicutes;Acholeplasmatales	D240	0	0.014	36.81	0	0.022	24.91
Otu498	OTUs	Tenericutes;Mollicutes;Acholeplasmatales	CC	0.1418	0.045	36.99	0	0.014	49.29
Otu4982	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	NA	NA	NA	0	0.001	78.52
Otu4988	OTUs	Firmicutes	D25	NA	NA	NA	0	0.002	79.74
Otu499	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus	CC	0	0.004	71.58	NA	NA	NA
Otu50	OTUs	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	IC	0	0.031	62.5	0.0135	0.007	69.61
Otu5009	OTUs	Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	IC	0.0585	0.023	45.49	0	0.027	44.85
Otu5013	OTUs	Tenericutes;Mollicutes;RF39	D120	0	0.002	72.21	NA	NA	NA
Otu5015	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0.0859	0.003	70.86
Otu5015	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0	0.004	62.71
Otu502	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.03	8.21	0	0.011	32.35
Otu502	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0.029	0.01	33.02	0	0.014	21.13
Otu502	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	CC	0	0.017	32.19	0.0062	0.014	39.09
Otu5023	OTUs	Proteobacteria;Betaproteobacteria;Burkholderiales	D25	NA	NA	NA	0.2073	0.003	77.59
Otu5037	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.0145	0.002	79.21
Otu504	OTUs	Firmicutes;Clostridia	D120	0.3652	0.099	15.79	0.0134	0.08	23.95
Otu504	OTUs	Firmicutes;Clostridia	D240	0.18	0.104	5.69	0.3395	0.167	9.45
Otu504	OTUs	Firmicutes;Clostridia	CC	0.0625	0.086	12.33	0.13	0.083	16.33
Otu504	OTUs	Firmicutes;Clostridia	IC	NA	NA	NA	0	0.005	75.98
Otu5042	OTUs	Spirochaetes;Spirochaetes	D120	NA	NA	NA	0.1061	0.002	79.51
Otu5045	OTUs	Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	CC	NA	NA	NA	0	0.002	73
Otu5046	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister	D25	0	0.008	69.14	NA	NA	NA
Otu505	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	0	0.016	20.84	0.0742	0.009	43.46
Otu505	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D240	0	0.007	46.13	0.008	0.01	33.85
Otu505	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	CC	0.0508	0.023	39.04	0	0.01	50.86
Otu506	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	0	0.299	11.11	0.0094	0.218	15.09
Otu506	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0527	0.431	0	0.0753	0.488	0
Otu506	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0.0293	0.331	0	0.0018	0.341	0
Otu506	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.564	0.34	0	0.417	1.88
Otu506	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	IC	0	0.004	68.75	0	0.01	63.24
Otu507	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D25	0	0.336	28.4	0	0.053	59.48
Otu507	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0.1047	0.047	29.26	0.1604	0.027	26.17
Otu507	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0.1966	0.017	48.82	0.2084	0.014	54.3
Otu507	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	CC	0.1993	0.014	59.59	0.1884	0.008	70.96
Otu5070	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	D120	NA	NA	NA	0.0856	0.003	65.68
Otu5070	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae	D240	NA	NA	NA	0.0086	0.003	65.64
Otu5073	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	NA	NA	NA	0	0.002	74.4
Otu5074	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	NA	NA	NA	0	0.002	70.62
Otu5074	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	NA	NA	NA	0.0038	0.002	69.42
Otu5074	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.002	75	0.0714	0.008	38.46
Otu5078	OTUs	Bacteria	D120	NA	NA	NA	0	0.001	80
Otu5078	OTUs	Bacteria	D240	NA	NA	NA	0.0757	0.002	70.96
Otu5078	OTUs	Bacteria	CC	NA	NA	NA	0.1339	0.002	77.39
Otu508	OTUs	Tenericutes;RF3;ML615J-28	D120	0.1487	0.005	77.26	0	0.008	74.57
Otu508	OTUs	Tenericutes;RF3;ML615J-28	D240	0.1228	0.011	57.5	0.1988	0.022	42.61
Otu508	OTUs	Tenericutes;RF3;ML615J-28	CC	0.1333	0.014	70.21	0.0836	0.015	67.82
Otu5089	OTUs	Bacteria	CC	NA	NA	NA	0.0351	0.002	79.91
Otu5091	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.004	63.95
Otu5091	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.0166	0.004	57.56
Otu51	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	0	0.007	55.58	0.1178	0.007	50.37
Otu51	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0.0282	0.005	55.61	0.0408	0.01	30.24
Otu51	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	CC	NA	NA	NA	0.0641	0.005	64.84
Otu510	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D120	0.0853	0.079	29.05	0	0.045	39.26
Otu510	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D240	0.0817	0.069	27.96	0.1203	0.101	36.08
Otu510	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	CC	0.0191	0.093	25.34	0.0588	0.02	73.31
Otu5103	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.1222	0.003	70.62
Otu511	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D25	0	0.006	76.54	NA	NA	NA
Otu511	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.047	5.26	0	0.015	22.96
Otu511	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0.0529	0.016	19.91	0.0053	0.017	18.04
Otu511	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	CC	0	0.018	22.6	0.1809	0.011	42.7
Otu5127	OTUs	Bacteria	CC	NA	NA	NA	0.084	0.002	78.81
Otu5128	OTUs	Bacteria	D240	NA	NA	NA	0.0683	0.002	70.79
Otu5128	OTUs	Bacteria	CC	NA	NA	NA	0.0184	0.002	70.96
Otu513	OTUs	Tenericutes;Mollicutes;Acholeplasmatales	D120	NA	NA	NA	0.0556	0.005	77.28
Otu513	OTUs	Tenericutes;Mollicutes;Acholeplasmatales	D240	0.0814	0.004	68.25	0.0645	0.005	60.14
Otu513	OTUs	Tenericutes;Mollicutes;Acholeplasmatales	CC	0.0924	0.008	61.64	0.0729	0.004	76.3
Otu5137	OTUs	Spirochaetes;Spirochaetes	D240	NA	NA	NA	0	0.002	70.79
Otu5139	OTUs	Bacteria	CC	NA	NA	NA	0	0.002	78.65
Otu5141	OTUs	Spirochaetes;Spirochaetes	D240	NA	NA	NA	0.0242	0.002	77.66
Otu516	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D25	0.2837	0.012	77.78	NA	NA	NA
Otu516	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	0	0.003	68.42	0	0.002	72.1
Otu516	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D240	NA	NA	NA	0.0619	0.002	78.52
Otu518	OTUs	Firmicutes	D120	0.0725	0.002	76.63	0	0.005	58.77
Otu518	OTUs	Firmicutes	D240	0.0871	0.003	68.88	0.0811	0.01	35.4
Otu518	OTUs	Firmicutes	CC	NA	NA	NA	0.1963	0.004	58.24
Otu5181	OTUs	Firmicutes	D25	NA	NA	NA	0	0.002	77.16
Otu5182	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.002	76.05
Otu519	OTUs	Tenericutes;RF3;ML615J-28	D240	0.14	0.005	73.46	0.1494	0.007	72.68
Otu52	OTUs	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus	D25	NA	NA	NA	0	0.014	79.31
Otu52	OTUs	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus	IC	0	0.023	57.99	NA	NA	NA
Otu520	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.002	73.47	NA	NA	NA
Otu5200	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	0.0422	0.002	78.67	0.1065	0.003	62.71
Otu5200	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	NA	NA	NA	0	0.002	75.98
Otu5208	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.003	73.33
Otu5208	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0.0794	0.004	74.72	0.0711	0.004	62.03
Otu5210	OTUs	Bacteria	D240	NA	NA	NA	0.0578	0.002	74.74
Otu5210	OTUs	Bacteria	CC	NA	NA	NA	0.0356	0.005	62.17
Otu5214	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	NA	NA	NA	0.0119	0.002	73.37
Otu5214	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	NA	NA	NA	0.0648	0.002	77.71
Otu522	OTUs	Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium	D25	NA	NA	NA	0.0184	0.002	75
Otu524	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0	0.004	66.74	0	0.013	23.21
Otu524	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.004	62.09	0.1962	0.01	33.85
Otu524	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.002	79.79	0.0408	0.007	54.63
Otu5241	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	NA	NA	NA	0.0417	0.001	79.04
Otu5247	OTUs	Tenericutes;RF3;ML615J-28	D120	0.0225	0.008	47.79	0.0604	0.011	39.51
Otu5247	OTUs	Tenericutes;RF3;ML615J-28	D240	0	0.006	66.19	0.0996	0.01	59.62
Otu525	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D25	0	0.448	16.05	0.1756	0.392	40.52
Otu525	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D120	0.0399	0.144	11.16	0.0141	0.229	13.58
Otu525	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D240	0.2287	0.06	27.33	0.1408	0.066	34.02
Otu525	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	CC	0.2103	0.044	38.01	0.2112	0.025	57.93
Otu526	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0487	0.006	45.05	0.0661	0.002	72.1
Otu526	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.004	54.19	0	0.005	46.22
Otu526	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.006	46.58	0.0456	0.006	52.12
Otu5268	OTUs	Spirochaetes;Spirochaetes	D240	NA	NA	NA	0.07	0.002	77.66
Otu5301	OTUs	Bacteria	D120	NA	NA	NA	0	0.001	80
Otu5301	OTUs	Bacteria	D240	NA	NA	NA	0.0062	0.001	79.9
Otu5307	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.002	67.65
Otu531	OTUs	Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	D120	0.1608	0.014	51.37	0.1049	0.003	75.8
Otu531	OTUs	Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	IC	0.2344	0.05	77.43	NA	NA	NA
Otu533	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D25	0.4873	0.005	66.67	NA	NA	NA
Otu533	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	0.1478	0.009	38.32	0.0852	0.004	57.78
Otu533	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D240	0.1387	0.004	55.92	0.1379	0.006	47.77
Otu533	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	CC	0.0011	0.007	55.82	0.0736	0.003	69.86
Otu5354	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.006	63.7
Otu5354	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0	0.002	78.52	0.1729	0.005	55.67
Otu5373	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D120	NA	NA	NA	0	0.002	74.57
Otu5394	OTUs	Lentisphaerae;Lentisphaeria;Z20;R4-45B	D120	NA	NA	NA	0	0.002	70.12
Otu5394	OTUs	Lentisphaerae;Lentisphaeria;Z20;R4-45B	D240	NA	NA	NA	0.06	0.002	72.85
Otu5395	OTUs	Bacteria	D120	NA	NA	NA	0	0.002	76.54
Otu54	OTUs	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	D25	0.0801	0.002	69.14	NA	NA	NA
Otu54	OTUs	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	D120	0.0387	0.004	45.05	0.0201	0.003	61.73
Otu54	OTUs	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	D240	0	0.003	56.24	0	0.003	55.33
Otu54	OTUs	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	CC	0	0.02	11.99	0	0.014	18.05
Otu5400	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	NA	NA	NA	0	0.002	74.81
Otu5400	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	CC	NA	NA	NA	0.0731	0.002	79.12
Otu5401	OTUs	Bacteria	D120	NA	NA	NA	0.0445	0.001	80
Otu5405	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41	D240	0.0138	0.002	79.78	NA	NA	NA
Otu5405	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41	CC	0.4132	0.019	67.81	0.106	0.058	63.42
Otu5418	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0	0.002	78.01
Otu5433	OTUs	Bacteria	CC	NA	NA	NA	0.048	0.002	71.11
Otu544	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D25	0.4232	0.013	71.6	NA	NA	NA
Otu544	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.008	69.89	0	0.008	52.1
Otu544	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0.0593	0.002	79.78	NA	NA	NA
Otu5444	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	NA	NA	NA	0.1121	0.004	64.43
Otu5444	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	NA	NA	NA	0.0936	0.004	65.31
Otu5445	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0	0.002	76.12
Otu5456	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D120	0.0081	0.004	66.32	0.1124	0.002	79.26
Otu5456	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	0.0527	0.004	62.56	0	0.004	58.42
Otu5456	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	0.0728	0.017	27.05	0.0517	0.016	36.42
Otu5459	OTUs	Bacteria	CC	NA	NA	NA	0	0.002	75.2
Otu5463	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.1488	0.004	66.15
Otu5502	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.003	65.43
Otu5502	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0.0182	0.002	75.04	0	0.004	56.19
Otu5506	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D120	NA	NA	NA	0.0286	0.001	79.26
Otu5506	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D240	NA	NA	NA	0	0.002	74.91
Otu5506	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	CC	NA	NA	NA	0.0156	0.002	67.5
Otu554	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Asteroleplasma;Asteroleplasma_anaerobium	D25	NA	NA	NA	0	0.004	75.86
Otu554	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Asteroleplasma;Asteroleplasma_anaerobium	D120	0.0162	0.101	0.84	0	0.038	9.88
Otu554	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Asteroleplasma;Asteroleplasma_anaerobium	D240	0.1473	0.031	13.59	0	0.028	10.65
Otu554	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Asteroleplasma;Asteroleplasma_anaerobium	CC	0.0415	0.044	12.67	0.0465	0.019	31.08
Otu555	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0152	0.003	66.53	0	0.011	23.21
Otu555	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.005	48.66	0	0.016	15.98
Otu555	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.003	67.81	0	0.011	36.11
Otu556	OTUs	Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium	D25	NA	NA	NA	0	0.003	73.28
Otu556	OTUs	Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium	D120	0	0.002	76.84	0	0.004	52.84
Otu556	OTUs	Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium	D240	0.0296	0.002	69.19	0	0.002	75.43
Otu558	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0	0.269	40.74	0.2511	0.1	47.84
Otu558	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0	0.041	23.37	0	0.152	13.58
Otu558	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0674	0.053	14.22	0	0.023	37.46
Otu558	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.1153	0.148	11.3	0.019	0.103	25.9
Otu558	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	IC	NA	NA	NA	0.1118	0.012	76.47
Otu559	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0.3017	0.103	49.38	0	0.068	54.74
Otu559	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.0205	0.014	35.16	0	0.006	49.14
Otu559	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0	0.013	35.55	0.0258	0.006	53.95
Otu559	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0	0.036	27.74	0.0183	0.048	25.59
Otu560	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0.2788	0.173	56.79	0.1568	0.069	55.6
Otu560	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0	0.2	7.16	0.0568	0.11	12.59
Otu560	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0371	0.206	1.9	0.0212	0.135	6.36
Otu560	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.0559	1.516	0.34	0.0324	1.403	1.73
Otu560	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	IC	0.0565	0.018	40.63	0.04	0.046	42.65
Otu563	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.0058	0.012	68.84	NA	NA	NA
Otu563	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0	0.02	51.34	0.1454	0.005	71.13
Otu563	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.0333	0.054	45.55	0.1156	0.031	55.42
Otu5643	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.004	64.2
Otu5643	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.0397	0.004	64.78
Otu5647	OTUs	Bacteria	CC	NA	NA	NA	0.0191	0.002	77.39
Otu5648	OTUs	Firmicutes	CC	NA	NA	NA	0.037	0.003	68.92
Otu565	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	D25	0.4223	0.639	61.73	0.2205	0.15	71.12
Otu565	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	CC	0.1582	0.101	59.25	0.0418	0.208	64.68
Otu565	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	IC	0	0.148	79.86	0.1931	0.2	70.1
Otu5679	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0	0.002	75.43
Otu568	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D25	0.0126	0.057	41.98	0.0163	0.069	51.72
Otu568	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D120	0	0.71	0.42	0.1737	0.857	0
Otu568	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D240	0.1057	0.436	2.53	0	0.475	2.23
Otu568	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	CC	0.2461	0.196	8.9	0.1258	0.073	22.76
Otu568	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	IC	0	0.005	65.28	NA	NA	NA
Otu5683	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	NA	NA	NA	0	0.005	48.15
Otu5683	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0.0563	0.004	59.45
Otu569	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0	0.17	23.46	0	0.124	29.74
Otu569	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.0164	0.066	13.26	0.2624	0.06	14.57
Otu569	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0633	0.064	9	0.0921	0.039	17.35
Otu569	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0	0.359	2.05	0.0778	0.219	5.18
Otu569	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	IC	0	0.003	71.88	0.1094	0.01	65.2
Otu5699	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D120	NA	NA	NA	0.0115	0.002	77.28
Otu5699	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	NA	NA	NA	0.0112	0.003	58.76
Otu57	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	0.0453	0.003	74.95	0.0144	0.004	71.85
Otu57	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0.0483	0.003	71.72	0.1918	0.007	53.95
Otu570	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	D25	0	0.073	37.04	0.0899	0.15	22.84
Otu570	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	D120	0.1435	0.004	70.95	0.0025	0.017	43.21
