id	F6-p	F7-p	annotation	group	method	shape
Otu28424	0.6662	0.4097	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu12740	0.6663	0.2151	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu30169	0.6665	0.837	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira"	grey	h2-q	Quantitative
Otu11829	0.6666	0.8436	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu12249	0.6667	0.2571	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11"	grey	h2-q	Quantitative
Otu7855	0.6667	0.5106	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu22341	0.667	0.1901	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu26279	0.6673	0.2935	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu21330	0.6677	0.09243	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu11826	0.6678	0.3479	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h2-q	Quantitative
Otu15678	0.6679	0.6993	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu734	0.6679	0.5622	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7229	0.6683	0.9473	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu22727	0.6685	0.9436	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu1469	0.6687	0.8613	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu1546	0.6688	0.5962	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu11545	0.669	0.9058	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu10514	0.6692	0.2072	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu16012	0.6692	0.2688	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu24232	0.6692	0.2542	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu1209	0.6693	0.01572	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu8944	0.6694	0.2178	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu13345	0.67	0.8997	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu989	0.6701	0.2021	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16901	0.6704	0.3223	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu9331	0.6705	0.02473	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu22342	0.6709	0.9744	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu28426	0.6713	0.1453	"Bacteria;Proteobacteria"	grey	h2-q	Quantitative
Otu28559	0.6718	0.5128	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia_obeum"	grey	h2-q	Quantitative
Otu3153	0.6719	0.2843	"Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;Mucispirillum_schaedleri"	grey	h2-q	Quantitative
Otu11505	0.6724	0.3947	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu8864	0.6725	0.6264	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;Dorea_formicigenerans"	grey	h2-q	Quantitative
Otu14084	0.6727	0.7692	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu20631	0.6727	0.7874	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu8832	0.6729	0.5953	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu19814	0.673	0.5524	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu15821	0.6731	0.7723	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu598	0.6735	0.9012	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis"	grey	h2-q	Quantitative
Otu16090	0.6739	0.9766	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu3240	0.6739	0.4937	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae"	grey	h2-q	Quantitative
Otu1821	0.674	0.5499	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h2-q	Quantitative
Otu29728	0.6744	0.5226	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu6912	0.6744	0.7377	"Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium"	grey	h2-q	Quantitative
Otu230	0.6747	0.9701	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_sciuri"	grey	h2-q	Quantitative
Otu16695	0.6751	0.2431	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu9771	0.6751	0.26	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu15809	0.6758	0.6711	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu14516	0.6761	0.2417	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15866	0.6761	0.6157	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu17545	0.6761	0.239	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16266	0.6762	0.385	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu7756	0.6767	0.7329	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu7753	0.6769	0.1443	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15703	0.6772	0.7336	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira"	grey	h2-q	Quantitative
Otu7248	0.6773	0.9423	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu15750	0.6774	0.8259	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu22770	0.6781	0.9076	"Bacteria;Firmicutes"	grey	h2-q	Quantitative
Otu26132	0.6782	0.5988	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu11910	0.6785	0.7169	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu22620	0.6788	0.6433	Bacteria	grey	h2-q	Quantitative
Otu10245	0.6792	0.005848	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu240	0.6792	0.3714	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h2-q	Quantitative
Otu16593	0.6795	0.8347	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7284	0.6795	0.03834	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu10917	0.6796	0.2326	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu151	0.68	0.3175	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu28844	0.6801	0.00804	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu16094	0.6805	0.3154	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu26278	0.6805	0.4938	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu1308	0.6806	0.7079	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu21465	0.6809	0.2056	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu29178	0.681	0.688	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu13544	0.6816	0.491	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu24391	0.6817	0.1628	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu7909	0.6826	0.8124	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu15961	0.6827	0.2282	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu7486	0.6832	0.7015	Bacteria	grey	h2-q	Quantitative
Otu23467	0.6833	0.9618	"Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;Pyramidobacter_piscolens"	grey	h2-q	Quantitative
Otu283	0.6833	0.4018	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_alactolyticus"	grey	h2-q	Quantitative
Otu16409	0.6834	0.7662	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16997	0.6834	0.4067	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia"	grey	h2-q	Quantitative
Otu18553	0.6835	0.4504	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h2-q	Quantitative
Otu16348	0.6836	0.5692	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu16985	0.6843	0.4842	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu8332	0.6845	0.8602	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu148	0.6852	0.1031	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu11914	0.6859	0.3661	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu29985	0.686	0.2474	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16402	0.6869	0.1271	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7047	0.6869	0.1629	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu9858	0.6871	0.5189	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu6984	0.6872	0.6255	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu17447	0.6879	0.02943	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu23006	0.6881	0.385	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu7354	0.6881	0.9583	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu31572	0.6887	0.003511	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu16146	0.6889	0.2481	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu4049	0.6907	0.08879	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h2-q	Quantitative
Otu28675	0.6909	0.8183	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu9005	0.691	0.9055	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu41	0.6911	0.177	"Bacteria;Proteobacteria;Deltaproteobacteria;GMD14H09"	grey	h2-q	Quantitative
Otu7016	0.6911	0.7086	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu21352	0.6912	0.5617	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu707	0.6912	0.1172	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu12097	0.6913	0.1702	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu10592	0.6914	0.6904	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu8800	0.6914	0.06086	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu26351	0.692	0.2616	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu28942	0.6921	0.9536	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu1532	0.6922	0.005569	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu7104	0.6924	0.7855	Bacteria	grey	h2-q	Quantitative
Otu8962	0.6928	0.6271	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_ovatus"	grey	h2-q	Quantitative
Otu3801	0.6929	0.1094	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu618	0.6929	0.8622	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu24756	0.6933	0.7796	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu756	0.6933	0.3831	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu913	0.6933	0.9987	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu27581	0.6941	0.4804	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9973	0.6942	0.4231	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu10099	0.6943	0.3816	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7100	0.6944	0.6139	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu23454	0.6947	0.06466	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu6894	0.6949	0.04526	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	grey	h2-q	Quantitative
Otu7851	0.6953	0.2894	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9107	0.6956	0.02687	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu30161	0.6957	0.3582	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu14881	0.6958	0.5842	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16234	0.6958	0.7462	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21850	0.6958	0.4182	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu11838	0.6959	0.8745	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu10308	0.696	0.6917	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7075	0.6964	0.04933	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu491	0.6966	0.1674	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu86	0.6967	0.7337	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu10558	0.697	0.386	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15669	0.6971	0.09043	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_perfringens"	grey	h2-q	Quantitative
Otu18295	0.6972	0.9979	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu21355	0.6972	0.5191	"Bacteria;Firmicutes"	grey	h2-q	Quantitative
Otu17440	0.6982	0.9158	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7456	0.6985	0.5518	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu688	0.6986	0.6338	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu201	0.6988	0.4231	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella"	grey	h2-q	Quantitative
Otu22726	0.6988	0.7976	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9564	0.6988	0.5934	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu28169	0.6995	0.6851	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	grey	h2-q	Quantitative
Otu12664	0.6996	0.5576	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15859	0.6999	0.01523	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu22776	0.6999	0.719	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Butyricicoccus_pullicaecorum"	grey	h2-q	Quantitative
Otu1347	0.7	0.9361	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu19662	0.7001	0.5956	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu596	0.7001	0.6677	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu10873	0.7006	0.9069	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu12864	0.7007	0.8702	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu8875	0.701	0.005517	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu31280	0.7011	0.7992	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus"	grey	h2-q	Quantitative
Otu1739	0.7019	0.8024	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae"	grey	h2-q	Quantitative
Otu4041	0.702	0.7362	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu22354	0.7021	0.002277	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum"	grey	h2-q	Quantitative
Otu26337	0.7021	0.3362	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	grey	h2-q	Quantitative
Otu7374	0.7033	0.2804	Bacteria	grey	h2-q	Quantitative
Otu28881	0.7035	0.3929	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae"	grey	h2-q	Quantitative
Otu21375	0.7038	0.2954	"Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae"	grey	h2-q	Quantitative
Otu177	0.7047	0.3293	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_coleohominis"	grey	h2-q	Quantitative
Otu7085	0.7049	0.4325	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16189	0.7053	0.6481	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu988	0.7053	0.953	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu8680	0.7056	0.6918	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae"	grey	h2-q	Quantitative
Otu11320	0.7059	0.7513	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu27691	0.7061	0.05285	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu11642	0.7072	0.8811	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu13726	0.7077	0.3718	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu8224	0.7078	0.347	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21942	0.7081	0.9604	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu634	0.7082	0.5914	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae"	grey	h2-q	Quantitative
Otu16297	0.7083	0.1412	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu19673	0.7089	0.662	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu7122	0.7089	0.6963	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu3440	0.7091	0.1586	"Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma"	grey	h2-q	Quantitative
Otu7126	0.7095	0.8474	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu16877	0.7102	0.1277	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu31336	0.7106	0.6061	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu28513	0.7107	0.4263	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu17483	0.7109	0.6733	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu3262	0.7117	0.1968	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_manihotivorans"	grey	h2-q	Quantitative
Otu9048	0.7127	0.8723	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu28493	0.713	0.3034	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h2-q	Quantitative
Otu26329	0.7132	0.4115	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu2019	0.7135	0.6175	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu15829	0.7136	0.3777	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu26356	0.7136	0.08525	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu379	0.7147	0.209	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu3791	0.715	0.6982	"Bacteria;Proteobacteria;Betaproteobacteria"	grey	h2-q	Quantitative
Otu21185	0.7154	0.5878	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu991	0.7154	0.5257	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu16091	0.7159	0.3838	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu945	0.7162	0.3039	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu11690	0.7165	0.5245	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu3661	0.7174	0.6046	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu9249	0.7174	0.4815	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
